seed,orders,quality,skip_budget,human_model,status,target,target_verb,target_obj,wait_seconds,wait_censored,tasks_before,verbs_before,durations_before,ai_idle_seconds_while_waiting,ai_idle_pct_while_waiting,exec_rank,natural_rank,rank_gain,plan_owner,wait_any_seconds,wait_any_censored,done_by_other,served,completed,makespan_actual_s,human_idle_pct,wall_seconds
10,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,good,4,greedy,ok,chop_tomato,chop,tomato,27.5,1,8,chop|chop|chop|cook|chop|handover|handover|chop,2.1|3.4|3.4|1.9|0.7|2.0|12.9|0.8,0.3,1.1,,,,人,5.1,0,1,3,1,27.5,49.1,21.2
11,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,good,2,greedy,ok,chop_lettuce,chop,lettuce,6.0,0,2,chop|chop,2.4|3.6,0.0,0.0,3,4,1,AI,2.7,0,0,3,1,27.9,52.7,22.6
12,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,good,0,greedy,ok,chop_onion,chop,onion,0.0,0,0,,,0.0,0.0,1,5,4,AI,1.9,0,0,3,1,23.6,52.5,18.2
12,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,random,4,greedy,ok,handover_lettuce_onionsoup,handover,lettuce-onion soup,9.2,0,6,chop|chop|chop|chop|chop|cook,1.7|0.4|2.7|2.0|1.2|1.2,0.0,0.0,7,6,-1,AI,25.4,0,0,3,1,31.8,57.9,28.5
13,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,random,2,greedy,ok,serve_juice_apple_orangejuice,serve_juice,apple-orange juice,100.0,1,4,chop|chop|chop|chop,1.7|2.7|0.4|2.9,90.9,90.9,,,,人,12.0,0,1,2,0,100.0,90.6,56.5
14,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,random,0,greedy,ok,chop_onion,chop,onion,0.0,0,0,,,0.0,0.0,1,5,4,AI,1.9,0,0,3,1,23.6,52.5,17.9
15,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,bad,4,greedy,ok,chop_apple,chop,apple,1.7,0,1,chop,1.7,0.0,0.0,2,2,0,AI,4.5,0,0,3,1,27.0,54.1,17.6
16,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,bad,2,greedy,ok,chop_apple,chop,apple,1.7,0,1,chop,1.7,0.0,0.0,2,2,0,AI,4.5,0,0,3,1,27.0,54.1,16.9
17,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,bad,0,greedy,ok,chop_banana,chop,banana,0.0,0,0,,,0.0,0.0,1,3,2,AI,2.5,0,0,3,1,27.6,48.9,16.1
0,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,bad,4,greedy,ok,chop_apple,chop,apple,5.3,0,4,chop|chop|chop|cook,1.7|2.4|0.8|0.4,0.0,0.0,5,3,-2,AI,8.2,0,0,3,1,22.8,59.6,20.7
1,OnionLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,bad,2,greedy,ok,chop_orange,chop,orange,4.8,0,2,chop|chop,1.7|3.1,0.0,0.0,3,4,1,AI,0.3,0,0,3,1,29.7,64.3,23.5
2,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,bad,0,greedy,ok,chop_banana,chop,banana,0.0,0,0,,,0.0,0.0,1,4,3,AI,2.5,0,0,2,0,100.0,89.7,55.2
3,OnionLettuceSalad|TomatoLettuceSoup|AppleBananaJuice,good,4,greedy,ok,chop_lettuce,chop,lettuce,5.5,0,2,chop|chop,2.1|3.4,0.0,0.0,3,4,1,AI,5.0,0,0,2,0,100.0,89.7,55.6
4,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,good,2,greedy,ok,chop_tomato,chop,tomato,100.0,1,8,chop|chop|chop|cook|handover|chop|handover|chop,2.1|3.4|3.4|1.3|16.2|1.4|0.3|0.4,71.5,71.5,,,,人,2.1,0,1,2,0,100.0,89.7,55.0
5,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,good,0,greedy,ok,chop_tomato,chop,tomato,100.0,1,8,chop|chop|chop|cook|handover|chop|handover|chop,2.4|3.3|3.4|1.3|16.2|1.1|0.3|0.4,71.6,71.6,,,,人,2.1,0,1,2,0,100.0,89.7,55.5
5,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,random,4,greedy,ok,chop_lettuce,chop,lettuce,5.7,0,2,chop|chop,2.4|3.3,0.0,0.0,3,4,1,AI,5.2,0,0,2,0,100.0,89.7,54.9
6,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,random,2,greedy,ok,chop_apple,chop,apple,4.4,0,2,chop|chop,1.9|2.5,0.0,0.0,3,3,0,AI,1.6,0,0,2,0,100.0,88.8,65.4
7,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,random,0,greedy,ok,cook_lettuce_onionsoup,cook,lettuce-onion soup,7.6,0,4,chop|chop|chop|chop,1.9|2.5|2.8|0.4,0.0,0.0,5,,,,0.0,0,0,2,0,100.0,88.8,64.3
8,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,bad,4,greedy,ok,chop_banana,chop,banana,4.4,0,2,chop|chop,1.9|2.5,0.0,0.0,3,4,1,AI,7.8,0,0,2,0,100.0,88.8,65.6
9,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,bad,2,greedy,ok,chop_banana,chop,banana,2.1,0,1,chop,2.1,0.0,0.0,2,2,0,AI,5.5,0,0,3,1,27.5,49.1,21.1
10,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,bad,0,greedy,ok,chop_apple,chop,apple,0.0,0,0,,,0.0,0.0,1,1,0,AI,2.1,0,0,3,1,27.5,49.1,21.0
11,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,good,4,greedy,ok,chop_lettuce,chop,lettuce,6.0,0,2,chop|chop,2.4|3.6,0.0,0.0,3,4,1,AI,2.7,0,0,3,1,27.9,52.7,22.1
12,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,good,2,greedy,ok,chop_onion,chop,onion,1.7,0,1,chop,1.7,0.0,0.0,2,5,3,AI,1.4,0,0,2,0,100.0,90.6,61.7
13,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,good,0,greedy,ok,chop_onion,chop,onion,0.0,0,0,,,0.0,0.0,1,5,4,AI,1.9,0,0,3,1,23.6,52.5,17.5
13,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,random,4,greedy,ok,serve_juice_apple_orangejuice,serve_juice,apple-orange juice,26.5,1,8,chop|chop|chop|chop|chop|cook|chop|handover,1.7|0.4|2.7|2.0|1.2|1.2|2.5|13.7,0.8,3.0,,,,人,15.9,0,1,3,1,26.5,50.9,20.3
14,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,random,2,greedy,ok,chop_onion,chop,onion,1.7,0,1,chop,1.7,0.0,0.0,2,5,3,AI,1.4,0,0,2,0,100.0,90.6,56.9
15,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,random,0,greedy,ok,chop_onion,chop,onion,0.0,0,0,,,0.0,0.0,1,4,3,AI,1.9,0,0,0,0,100.0,0.0,45.4
16,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,bad,4,greedy,ok,chop_apple,chop,apple,1.7,0,1,chop,1.7,0.0,0.0,2,2,0,AI,4.5,0,0,3,1,27.0,54.1,10.0
17,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,bad,2,greedy,ok,chop_banana,chop,banana,4.7,0,2,chop|chop,1.7|3.0,0.0,0.0,3,3,0,AI,3.0,0,0,2,0,100.0,0.8,38.7
0,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,random,0,greedy,ok,chop_lettuce,chop,lettuce,0.0,0,0,,,0.0,0.0,1,1,0,AI,1.7,0,0,3,1,22.8,59.6,20.4
1,OnionLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,bad,4,greedy,ok,chop_orange,chop,orange,5.3,0,4,chop|chop|chop|cook,1.7|2.4|0.8|0.4,0.0,0.0,5,4,-1,AI,8.2,0,0,3,1,22.4,60.7,19.5
2,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,bad,2,greedy,ok,chop_banana,chop,banana,5.0,0,2,chop|chop,1.7|3.3,0.0,0.0,3,4,1,AI,0.3,0,0,3,1,30.8,65.6,23.3
3,OnionLettuceSalad|TomatoLettuceSoup|AppleBananaJuice,bad,0,greedy,ok,chop_banana,chop,banana,0.0,0,0,,,0.0,0.0,1,2,1,AI,2.5,0,0,2,0,100.0,89.7,55.4
4,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,good,4,greedy,ok,chop_tomato,chop,tomato,100.0,1,8,chop|chop|chop|cook|handover|chop|handover|chop,2.1|3.4|3.4|1.3|16.2|1.4|0.3|0.4,71.5,71.5,,,,人,2.1,0,1,2,0,100.0,89.7,55.5
5,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,good,2,greedy,ok,chop_tomato,chop,tomato,100.0,1,8,chop|chop|chop|cook|handover|chop|handover|chop,2.4|3.3|3.4|1.3|16.2|1.1|0.3|0.4,71.6,71.6,,,,人,2.1,0,1,2,0,100.0,89.7,55.6
6,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,good,0,greedy,ok,chop_onion,chop,onion,0.0,0,0,,,0.0,0.0,1,1,0,AI,6.0,0,0,2,0,100.0,89.8,63.1
6,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,random,4,greedy,ok,chop_apple,chop,apple,4.4,0,2,chop|chop,1.9|2.5,0.0,0.0,3,3,0,AI,7.2,0,0,2,0,100.0,88.8,64.9
7,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,random,2,greedy,ok,cook_lettuce_onionsoup,cook,lettuce-onion soup,7.6,0,4,chop|chop|chop|chop,1.9|2.5|2.8|0.4,0.0,0.0,5,,,,0.0,0,0,2,0,100.0,88.8,64.8
8,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,random,0,greedy,ok,chop_onion,chop,onion,0.0,0,0,,,0.0,0.0,1,1,0,AI,6.0,0,0,2,0,100.0,89.8,63.3
9,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,bad,4,greedy,ok,chop_banana,chop,banana,2.1,0,1,chop,2.1,0.0,0.0,2,2,0,AI,5.5,0,0,3,1,27.5,49.1,21.3
10,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,bad,2,greedy,ok,chop_apple,chop,apple,0.0,0,0,,,0.0,0.0,1,1,0,AI,2.1,0,0,3,1,27.5,49.1,20.5
11,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,bad,0,greedy,ok,chop_orange,chop,orange,0.0,0,0,,,0.0,0.0,1,1,0,AI,2.4,0,0,3,1,27.9,52.7,22.4
12,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,good,4,greedy,ok,chop_onion,chop,onion,4.8,0,3,chop|chop|chop,1.7|0.4|2.7,0.0,0.0,4,5,1,AI,1.4,0,0,3,1,26.5,50.9,21.2
13,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,good,2,greedy,ok,chop_onion,chop,onion,1.7,0,1,chop,1.7,0.0,0.0,2,5,3,AI,1.4,0,0,2,0,100.0,90.6,62.2
14,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,good,0,greedy,ok,chop_onion,chop,onion,0.0,0,0,,,0.0,0.0,1,5,4,AI,1.9,0,0,3,1,23.6,52.5,18.1
14,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,random,4,greedy,ok,chop_onion,chop,onion,4.9,0,3,chop|chop|chop,1.7|0.4|2.8,0.0,0.0,4,5,1,AI,1.4,0,0,3,1,26.7,51.3,20.4
15,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,random,2,greedy,ok,chop_onion,chop,onion,1.7,0,1,chop,1.7,0.0,0.0,2,4,2,AI,0.3,0,0,3,1,26.2,55.7,18.7
16,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,random,0,greedy,ok,chop_lettuce,chop,lettuce,0.0,0,0,,,0.0,0.0,1,1,0,AI,1.7,0,0,3,1,27.0,54.1,19.3
17,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,bad,4,greedy,ok,chop_banana,chop,banana,7.2,0,3,chop|chop|chop,1.7|3.0|2.5,0.0,0.0,4,3,-1,AI,3.0,0,0,3,1,29.9,52.5,19.9
0,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,random,2,greedy,ok,chop_lettuce,chop,lettuce,0.0,0,0,,,0.0,0.0,1,1,0,AI,1.7,0,0,3,1,22.8,59.6,20.4
1,OnionLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,random,0,greedy,ok,chop_tomato,chop,tomato,22.6,1,10,chop|chop|chop|cook|chop|chop|chop|chop|handover|chop,1.7|2.4|0.8|0.4|2.9|3.4|2.3|0.6|7.1|0.7,0.1,0.4,,,,人,2.1,0,1,3,1,22.6,60.2,20.0
2,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,bad,4,greedy,ok,chop_banana,chop,banana,5.3,0,4,chop|chop|chop|cook,1.7|2.4|0.8|0.4,0.0,0.0,5,4,-1,AI,8.2,0,0,3,1,22.6,60.2,19.5
3,OnionLettuceSalad|TomatoLettuceSoup|AppleBananaJuice,bad,2,greedy,ok,chop_banana,chop,banana,2.1,0,1,chop,2.1,0.0,0.0,2,2,0,AI,5.5,0,0,2,0,100.0,89.7,56.8
4,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,bad,0,greedy,ok,chop_apple,chop,apple,0.0,0,0,,,0.0,0.0,1,1,0,AI,2.1,0,0,2,0,100.0,89.7,55.5
5,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,good,4,greedy,ok,chop_tomato,chop,tomato,100.0,1,8,chop|chop|chop|cook|handover|chop|handover|chop,2.4|3.3|3.4|1.3|16.2|1.1|0.3|0.4,71.6,71.6,,,,人,2.1,0,1,2,0,100.0,89.7,54.5
6,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,good,2,greedy,ok,chop_onion,chop,onion,0.0,0,0,,,0.0,0.0,1,1,0,AI,2.6,0,0,3,1,26.7,52.1,21.4
7,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,good,0,greedy,ok,chop_onion,chop,onion,0.0,0,0,,,0.0,0.0,1,1,0,AI,6.0,0,0,2,0,100.0,89.8,64.1
7,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,random,4,greedy,ok,cook_lettuce_onionsoup,cook,lettuce-onion soup,7.6,0,4,chop|chop|chop|chop,1.9|2.5|2.8|0.4,0.0,0.0,5,,,,0.0,0,0,2,0,100.0,88.8,65.5
8,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,random,2,greedy,ok,chop_onion,chop,onion,0.0,0,0,,,0.0,0.0,1,1,0,AI,2.6,0,0,1,0,100.0,91.8,102.0
9,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,random,0,greedy,ok,cook_lettuce_tomatosoup,cook,lettuce-tomato soup,8.9,0,3,chop|chop|chop,2.1|3.4|3.4,0.0,0.0,4,,,,0.0,0,0,3,1,27.5,49.1,21.1
10,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,bad,4,greedy,ok,chop_apple,chop,apple,0.0,0,0,,,0.0,0.0,1,1,0,AI,2.1,0,0,3,1,27.5,49.1,20.2
11,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,bad,2,greedy,ok,chop_orange,chop,orange,0.0,0,0,,,0.0,0.0,1,1,0,AI,2.4,0,0,3,1,27.9,52.7,22.5
12,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,bad,0,greedy,ok,chop_banana,chop,banana,0.0,0,0,,,0.0,0.0,1,4,3,AI,2.5,0,0,3,1,31.4,58.6,23.4
13,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,good,4,greedy,ok,chop_onion,chop,onion,4.8,0,3,chop|chop|chop,1.7|0.4|2.7,0.0,0.0,4,5,1,AI,1.4,0,0,3,1,26.5,50.9,21.5
14,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,good,2,greedy,ok,chop_onion,chop,onion,1.7,0,1,chop,1.7,0.0,0.0,2,5,3,AI,1.4,0,0,2,0,100.0,90.6,62.8
15,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,good,0,greedy,ok,chop_tomato,chop,tomato,27.0,1,8,chop|chop|chop|chop|cook|chop|handover|chop,1.7|2.8|2.5|1.1|0.8|2.8|13.7|1.3,0.0,0.0,,,,人,4.9,0,1,3,1,27.0,54.1,19.0
15,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,random,4,greedy,ok,chop_onion,chop,onion,4.5,0,2,chop|chop,1.7|2.8,0.0,0.0,3,4,1,AI,3.0,0,0,3,1,27.0,54.1,19.4
16,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,random,2,greedy,ok,chop_lettuce,chop,lettuce,0.0,0,0,,,0.0,0.0,1,1,0,AI,1.7,0,0,3,1,27.0,54.1,18.9
17,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,random,0,greedy,ok,serve_from_counter_onion_tomatosoup,serve_from_counter,onion-tomato soup,28.2,1,8,chop|chop|cook|handover|chop|handover|chop|chop,1.7|2.4|1.2|1.6|2.4|12.3|1.5|0.8,3.3,11.7,,,,人,0.3,0,1,3,1,28.2,59.6,19.4
