map,seed,quality,skip_budget,status,orders,num_tasks,num_candidates,target,target_verb,target_obj,target_serves_soup,natural_rank,natural_rank_agent,excess,makespan_baseline_s,makespan_constrained_s,loss_s,constrained_rank,inserted_count,inserted_total_s,inserted_durations_s,baseline_status,constrained_status,baseline_solve_s,constrained_solve_s
ring,12,bad,0,ok,TomatoLettuceSalad|OnionTomatoSalad|OnionTomatoSoup,10,7,chop_lettuce,chop,lettuce,0,5,0,5,20.6,23.0,2.4,0,0,0,,OPTIMAL,OPTIMAL,0.0186,0.0131
ring,12,bad,2,ok,TomatoLettuceSalad|OnionTomatoSalad|OnionTomatoSoup,10,7,chop_lettuce,chop,lettuce,0,5,0,3,20.6,23.0,2.4,1,1,1.7,1.7,OPTIMAL,OPTIMAL,0.0158,0.0176
ring,12,bad,4,ok,TomatoLettuceSalad|OnionTomatoSalad|OnionTomatoSoup,10,7,chop_lettuce,chop,lettuce,0,5,0,1,20.6,20.6,0.0,3,3,4.1,1.7|2.0|0.4,OPTIMAL,OPTIMAL,0.0162,0.0219
ring,12,random,0,ok,TomatoLettuceSalad|OnionTomatoSalad|OnionTomatoSoup,10,7,serve_salad_lettuce_tomatosalad,serve_salad,lettuce-tomato salad,0,7,0,7,20.6,27.0,6.4,2,2,3.5,1.8|1.7,OPTIMAL,OPTIMAL,0.017,0.0107
ring,12,random,2,ok,TomatoLettuceSalad|OnionTomatoSalad|OnionTomatoSoup,10,7,serve_salad_lettuce_tomatosalad,serve_salad,lettuce-tomato salad,0,7,0,5,20.6,26.6,6.0,4,4,7.2,1.7|1.7|2.0|1.8,OPTIMAL,OPTIMAL,0.0181,0.0205
ring,12,random,4,ok,TomatoLettuceSalad|OnionTomatoSalad|OnionTomatoSoup,10,7,serve_salad_lettuce_tomatosalad,serve_salad,lettuce-tomato salad,0,7,0,3,20.6,20.6,0.0,5,5,7.6,1.7|2.0|0.4|1.8|1.7,OPTIMAL,OPTIMAL,0.0181,0.0194
ring,13,good,0,ok,OnionTomatoSalad|OnionTomatoSalad|OnionLettuceSoup,10,6,chop_onion,chop,onion,1,0,0,0,21.0,21.0,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0139,0.0285
ring,13,good,2,ok,OnionTomatoSalad|OnionTomatoSalad|OnionLettuceSoup,10,6,chop_onion,chop,onion,1,0,0,0,21.0,21.0,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0142,0.0221
ring,13,good,4,ok,OnionTomatoSalad|OnionTomatoSalad|OnionLettuceSoup,10,6,chop_onion,chop,onion,1,0,0,0,21.0,21.0,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.014,0.025
ring,13,bad,0,ok,OnionTomatoSalad|OnionTomatoSalad|OnionLettuceSoup,10,6,chop_tomato,chop,tomato,0,3,0,3,21.0,23.8,2.8,0,0,0,,OPTIMAL,OPTIMAL,0.016,0.0253
ring,13,bad,2,ok,OnionTomatoSalad|OnionTomatoSalad|OnionLettuceSoup,10,6,chop_tomato,chop,tomato,0,3,0,1,21.0,22.8,1.8,1,1,1.7,1.7,OPTIMAL,OPTIMAL,0.02,0.0309
ring,13,bad,4,ok,OnionTomatoSalad|OnionTomatoSalad|OnionLettuceSoup,10,6,chop_tomato,chop,tomato,0,3,0,0,21.0,21.0,0.0,3,3,4.2,1.7|2.1|0.4,OPTIMAL,OPTIMAL,0.0129,0.0275
ring,13,random,0,ok,OnionTomatoSalad|OnionTomatoSalad|OnionLettuceSoup,10,6,serve_salad_onion_tomatosalad,serve_salad,onion-tomato salad,0,4,0,4,21.0,25.2,4.2,1,1,1.8,1.8,OPTIMAL,OPTIMAL,0.0129,0.0189
ring,13,random,2,ok,OnionTomatoSalad|OnionTomatoSalad|OnionLettuceSoup,10,6,serve_salad_onion_tomatosalad,serve_salad,onion-tomato salad,0,4,0,2,21.0,24.0,3.0,2,2,3.5,1.7|1.8,OPTIMAL,OPTIMAL,0.017,0.017
ring,13,random,4,ok,OnionTomatoSalad|OnionTomatoSalad|OnionLettuceSoup,10,6,serve_salad_onion_tomatosalad,serve_salad,onion-tomato salad,0,4,0,0,21.0,21.0,0.0,4,4,6.0,1.7|2.1|0.4|1.8,OPTIMAL,OPTIMAL,0.0174,0.0247
ring,14,good,0,ok,FullSalad|OnionLettuceSalad|OnionTomatoSoup,11,7,chop_onion,chop,onion,1,0,0,0,20.6,20.6,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0284,0.0469
ring,14,good,2,ok,FullSalad|OnionLettuceSalad|OnionTomatoSoup,11,7,chop_onion,chop,onion,1,0,0,0,20.6,20.6,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0281,0.0422
ring,14,good,4,ok,FullSalad|OnionLettuceSalad|OnionTomatoSoup,11,7,chop_onion,chop,onion,1,0,0,0,20.6,20.6,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0267,0.0417
ring,14,bad,0,ok,FullSalad|OnionLettuceSalad|OnionTomatoSoup,11,7,chop_lettuce,chop,lettuce,0,3,0,3,20.6,22.8,2.2,0,0,0,,OPTIMAL,OPTIMAL,0.0269,0.0293
ring,14,bad,2,ok,FullSalad|OnionLettuceSalad|OnionTomatoSoup,11,7,chop_lettuce,chop,lettuce,0,3,0,1,20.6,22.8,2.2,0,0,0,,OPTIMAL,OPTIMAL,0.0299,0.036
ring,14,bad,4,ok,FullSalad|OnionLettuceSalad|OnionTomatoSoup,11,7,chop_lettuce,chop,lettuce,0,3,0,0,20.6,20.6,0.0,3,3,4.1,1.7|2.0|0.4,OPTIMAL,OPTIMAL,0.0254,0.0344
ring,14,random,0,ok,FullSalad|OnionLettuceSalad|OnionTomatoSoup,11,7,serve_onion_tomatosoup,serve,onion-tomato soup,1,9,0,9,20.6,31.2,10.6,3,3,4.1,1.7|2.0|0.4,OPTIMAL,OPTIMAL,0.0254,0.0167
ring,14,random,2,ok,FullSalad|OnionLettuceSalad|OnionTomatoSoup,11,7,serve_onion_tomatosoup,serve,onion-tomato soup,1,9,0,7,20.6,27.4,6.8,5,5,7.2,1.7|2.0|0.4|1.7|1.4,OPTIMAL,OPTIMAL,0.0268,0.0249
ring,14,random,4,ok,FullSalad|OnionLettuceSalad|OnionTomatoSoup,11,7,serve_onion_tomatosoup,serve,onion-tomato soup,1,9,0,5,20.6,23.8,3.2,7,7,10.3,1.7|2.0|0.4|1.8|1.4|1.7|1.3,OPTIMAL,OPTIMAL,0.0291,0.0278
ring,15,good,0,ok,FullSalad|OnionLettuceSalad|OnionTomatoSoup,11,7,chop_tomato,chop,tomato,1,1,0,1,20.6,21.8,1.2,0,0,0,,OPTIMAL,OPTIMAL,0.0384,0.0386
ring,15,good,2,ok,FullSalad|OnionLettuceSalad|OnionTomatoSoup,11,7,chop_tomato,chop,tomato,1,1,0,0,20.6,20.6,0.0,1,1,1.7,1.7,OPTIMAL,OPTIMAL,0.0297,0.04
ring,15,good,4,ok,FullSalad|OnionLettuceSalad|OnionTomatoSoup,11,7,chop_tomato,chop,tomato,1,1,0,0,20.6,20.6,0.0,1,1,1.7,1.7,OPTIMAL,OPTIMAL,0.0334,0.0427
ring,15,bad,0,ok,FullSalad|OnionLettuceSalad|OnionTomatoSoup,11,7,chop_lettuce,chop,lettuce,0,3,0,3,20.6,22.8,2.2,0,0,0,,OPTIMAL,OPTIMAL,0.0253,0.0299
ring,15,bad,2,ok,FullSalad|OnionLettuceSalad|OnionTomatoSoup,11,7,chop_lettuce,chop,lettuce,0,3,0,1,20.6,22.8,2.2,0,0,0,,OPTIMAL,OPTIMAL,0.0301,0.032
ring,15,bad,4,ok,FullSalad|OnionLettuceSalad|OnionTomatoSoup,11,7,chop_lettuce,chop,lettuce,0,3,0,0,20.6,20.6,0.0,3,3,4.1,1.7|2.0|0.4,OPTIMAL,OPTIMAL,0.0282,0.0353
ring,15,random,0,ok,FullSalad|OnionLettuceSalad|OnionTomatoSoup,11,7,chop_lettuce,chop,lettuce,0,3,0,3,20.6,22.8,2.2,0,0,0,,OPTIMAL,OPTIMAL,0.0241,0.0301
ring,15,random,2,ok,FullSalad|OnionLettuceSalad|OnionTomatoSoup,11,7,chop_lettuce,chop,lettuce,0,3,0,1,20.6,22.8,2.2,0,0,0,,OPTIMAL,OPTIMAL,0.0325,0.0322
ring,15,random,4,ok,FullSalad|OnionLettuceSalad|OnionTomatoSoup,11,7,chop_lettuce,chop,lettuce,0,3,0,0,20.6,20.6,0.0,3,3,4.1,1.7|2.0|0.4,OPTIMAL,OPTIMAL,0.0262,0.0283
ring,16,good,0,ok,OnionTomatoSalad|TomatoLettuceSalad|TomatoLettuceSoup,10,7,chop_tomato,chop,tomato,1,1,0,1,21.2,22.0,0.8,0,0,0,,OPTIMAL,OPTIMAL,0.0153,0.0236
ring,16,good,2,ok,OnionTomatoSalad|TomatoLettuceSalad|TomatoLettuceSoup,10,7,chop_tomato,chop,tomato,1,1,0,0,21.2,21.2,0.0,1,1,2.1,2.1,OPTIMAL,OPTIMAL,0.0167,0.0231
ring,16,good,4,ok,OnionTomatoSalad|TomatoLettuceSalad|TomatoLettuceSoup,10,7,chop_tomato,chop,tomato,1,1,0,0,21.2,21.2,0.0,1,1,2.1,2.1,OPTIMAL,OPTIMAL,0.0142,0.0271
ring,16,bad,0,ok,OnionTomatoSalad|TomatoLettuceSalad|TomatoLettuceSoup,10,7,chop_onion,chop,onion,0,0,1,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0183,0.0209
ring,16,bad,2,ok,OnionTomatoSalad|TomatoLettuceSalad|TomatoLettuceSoup,10,7,chop_onion,chop,onion,0,0,1,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0158,0.0205
ring,16,bad,4,ok,OnionTomatoSalad|TomatoLettuceSalad|TomatoLettuceSoup,10,7,chop_onion,chop,onion,0,0,1,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0192,0.0194
ring,16,random,0,ok,OnionTomatoSalad|TomatoLettuceSalad|TomatoLettuceSoup,10,7,chop_tomato,chop,tomato,1,1,0,1,21.2,22.0,0.8,0,0,0,,OPTIMAL,OPTIMAL,0.0167,0.023
ring,16,random,2,ok,OnionTomatoSalad|TomatoLettuceSalad|TomatoLettuceSoup,10,7,chop_tomato,chop,tomato,1,1,0,0,21.2,21.2,0.0,1,1,2.1,2.1,OPTIMAL,OPTIMAL,0.0182,0.022
ring,16,random,4,ok,OnionTomatoSalad|TomatoLettuceSalad|TomatoLettuceSoup,10,7,chop_tomato,chop,tomato,1,1,0,0,21.2,21.2,0.0,1,1,2.1,2.1,OPTIMAL,OPTIMAL,0.0172,0.0327
ring,17,good,0,ok,TomatoLettuceSalad|OnionTomatoSalad|OnionTomatoSoup,10,7,chop_tomato,chop,tomato,1,1,0,1,20.6,21.8,1.2,0,0,0,,OPTIMAL,OPTIMAL,0.0238,0.0283
ring,17,good,2,ok,TomatoLettuceSalad|OnionTomatoSalad|OnionTomatoSoup,10,7,chop_tomato,chop,tomato,1,1,0,0,20.6,20.6,0.0,1,1,1.7,1.7,OPTIMAL,OPTIMAL,0.0185,0.0233
ring,17,good,4,ok,TomatoLettuceSalad|OnionTomatoSalad|OnionTomatoSoup,10,7,chop_tomato,chop,tomato,1,1,0,0,20.6,20.6,0.0,1,1,1.7,1.7,OPTIMAL,OPTIMAL,0.0175,0.0223
ring,17,bad,0,ok,TomatoLettuceSalad|OnionTomatoSalad|OnionTomatoSoup,10,7,chop_lettuce,chop,lettuce,0,5,0,5,20.6,23.0,2.4,0,0,0,,OPTIMAL,OPTIMAL,0.0192,0.0119
ring,17,bad,2,ok,TomatoLettuceSalad|OnionTomatoSalad|OnionTomatoSoup,10,7,chop_lettuce,chop,lettuce,0,5,0,3,20.6,23.0,2.4,1,1,1.7,1.7,OPTIMAL,OPTIMAL,0.0184,0.0264
ring,17,bad,4,ok,TomatoLettuceSalad|OnionTomatoSalad|OnionTomatoSoup,10,7,chop_lettuce,chop,lettuce,0,5,0,1,20.6,20.6,0.0,3,3,4.1,1.7|2.0|0.4,OPTIMAL,OPTIMAL,0.0178,0.0241
ring,17,random,0,ok,TomatoLettuceSalad|OnionTomatoSalad|OnionTomatoSoup,10,7,serve_onion_tomatosoup,serve,onion-tomato soup,1,8,0,8,20.6,29.6,9.0,3,3,4.1,1.7|2.0|0.4,OPTIMAL,OPTIMAL,0.0162,0.0087
ring,17,random,2,ok,TomatoLettuceSalad|OnionTomatoSalad|OnionTomatoSoup,10,7,serve_onion_tomatosoup,serve,onion-tomato soup,1,8,0,6,20.6,26.0,5.4,5,5,7.6,1.7|2.0|0.4|1.7|1.8,OPTIMAL,OPTIMAL,0.0206,0.0151
ring,17,random,4,ok,TomatoLettuceSalad|OnionTomatoSalad|OnionTomatoSoup,10,7,serve_onion_tomatosoup,serve,onion-tomato soup,1,8,0,4,20.6,22.4,1.8,7,7,10.7,1.7|2.0|0.4|1.8|1.7|1.3|1.8,OPTIMAL,OPTIMAL,0.0163,0.0145
ring,18,good,0,ok,OnionLettuceSalad|FullSalad|TomatoLettuceSoup,11,7,chop_lettuce,chop,lettuce,1,0,0,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0219,0.0274
ring,18,good,2,ok,OnionLettuceSalad|FullSalad|TomatoLettuceSoup,11,7,chop_lettuce,chop,lettuce,1,0,0,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.026,0.0461
ring,18,good,4,ok,OnionLettuceSalad|FullSalad|TomatoLettuceSoup,11,7,chop_lettuce,chop,lettuce,1,0,0,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0204,0.0266
ring,18,bad,0,ok,OnionLettuceSalad|FullSalad|TomatoLettuceSoup,11,7,chop_onion,chop,onion,0,0,1,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0261,0.0332
ring,18,bad,2,ok,OnionLettuceSalad|FullSalad|TomatoLettuceSoup,11,7,chop_onion,chop,onion,0,0,1,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0204,0.0305
ring,18,bad,4,ok,OnionLettuceSalad|FullSalad|TomatoLettuceSoup,11,7,chop_onion,chop,onion,0,0,1,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.026,0.0478
ring,18,random,0,ok,OnionLettuceSalad|FullSalad|TomatoLettuceSoup,11,7,chop_tomato,chop,tomato,1,1,0,1,21.2,22.0,0.8,0,0,0,,OPTIMAL,OPTIMAL,0.0282,0.0374
ring,18,random,2,ok,OnionLettuceSalad|FullSalad|TomatoLettuceSoup,11,7,chop_tomato,chop,tomato,1,1,0,0,21.2,21.2,0.0,1,1,2.1,2.1,OPTIMAL,OPTIMAL,0.021,0.0263
ring,18,random,4,ok,OnionLettuceSalad|FullSalad|TomatoLettuceSoup,11,7,chop_tomato,chop,tomato,1,1,0,0,21.2,21.2,0.0,1,1,2.1,2.1,OPTIMAL,OPTIMAL,0.0256,0.0368
ring,19,good,0,ok,FullSalad|FullSalad|OnionLettuceSoup,12,6,chop_onion,chop,onion,1,0,0,0,21.0,21.0,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0466,0.0895
ring,19,good,2,ok,FullSalad|FullSalad|OnionLettuceSoup,12,6,chop_onion,chop,onion,1,0,0,0,21.0,21.0,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0427,0.0751
ring,19,good,4,ok,FullSalad|FullSalad|OnionLettuceSoup,12,6,chop_onion,chop,onion,1,0,0,0,21.0,21.0,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0507,0.091
ring,19,bad,0,ok,FullSalad|FullSalad|OnionLettuceSoup,12,6,chop_tomato,chop,tomato,0,3,0,3,21.0,23.8,2.8,0,0,0,,OPTIMAL,OPTIMAL,0.0382,0.0408
ring,19,bad,2,ok,FullSalad|FullSalad|OnionLettuceSoup,12,6,chop_tomato,chop,tomato,0,3,0,1,21.0,22.8,1.8,1,1,1.7,1.7,OPTIMAL,OPTIMAL,0.0497,0.0563
ring,19,bad,4,ok,FullSalad|FullSalad|OnionLettuceSoup,12,6,chop_tomato,chop,tomato,0,3,0,0,21.0,21.0,0.0,3,3,4.2,1.7|2.1|0.4,OPTIMAL,OPTIMAL,0.0412,0.0654
ring,19,random,0,ok,FullSalad|FullSalad|OnionLettuceSoup,12,6,chop_lettuce,chop,lettuce,1,1,0,1,21.0,21.4,0.4,0,0,0,,OPTIMAL,OPTIMAL,0.0532,0.1111
ring,19,random,2,ok,FullSalad|FullSalad|OnionLettuceSoup,12,6,chop_lettuce,chop,lettuce,1,1,0,0,21.0,21.0,0.0,1,1,1.7,1.7,OPTIMAL,OPTIMAL,0.0388,0.0545
ring,19,random,4,ok,FullSalad|FullSalad|OnionLettuceSoup,12,6,chop_lettuce,chop,lettuce,1,1,0,0,21.0,21.0,0.0,1,1,1.7,1.7,OPTIMAL,OPTIMAL,0.0469,0.0807
ring,20,good,0,ok,FullSalad|OnionLettuceSalad|OnionTomatoSoup,11,7,chop_tomato,chop,tomato,1,1,0,1,20.6,21.8,1.2,0,0,0,,OPTIMAL,OPTIMAL,0.0309,0.0326
ring,20,good,2,ok,FullSalad|OnionLettuceSalad|OnionTomatoSoup,11,7,chop_tomato,chop,tomato,1,1,0,0,20.6,20.6,0.0,1,1,1.7,1.7,OPTIMAL,OPTIMAL,0.0289,0.0476
ring,20,good,4,ok,FullSalad|OnionLettuceSalad|OnionTomatoSoup,11,7,chop_tomato,chop,tomato,1,1,0,0,20.6,20.6,0.0,1,1,1.7,1.7,OPTIMAL,OPTIMAL,0.0269,0.0362
ring,20,bad,0,ok,FullSalad|OnionLettuceSalad|OnionTomatoSoup,11,7,chop_lettuce,chop,lettuce,0,3,0,3,20.6,22.8,2.2,0,0,0,,OPTIMAL,OPTIMAL,0.0278,0.0311
ring,20,bad,2,ok,FullSalad|OnionLettuceSalad|OnionTomatoSoup,11,7,chop_lettuce,chop,lettuce,0,3,0,1,20.6,22.8,2.2,0,0,0,,OPTIMAL,OPTIMAL,0.0267,0.0305
ring,20,bad,4,ok,FullSalad|OnionLettuceSalad|OnionTomatoSoup,11,7,chop_lettuce,chop,lettuce,0,3,0,0,20.6,20.6,0.0,3,3,4.1,1.7|2.0|0.4,OPTIMAL,OPTIMAL,0.0296,0.0279
ring,20,random,0,ok,FullSalad|OnionLettuceSalad|OnionTomatoSoup,11,7,chop_tomato,chop,tomato,1,1,0,1,20.6,21.8,1.2,0,0,0,,OPTIMAL,OPTIMAL,0.0429,0.0344
ring,20,random,2,ok,FullSalad|OnionLettuceSalad|OnionTomatoSoup,11,7,chop_tomato,chop,tomato,1,1,0,0,20.6,20.6,0.0,1,1,1.7,1.7,OPTIMAL,OPTIMAL,0.0333,0.0504
ring,20,random,4,ok,FullSalad|OnionLettuceSalad|OnionTomatoSoup,11,7,chop_tomato,chop,tomato,1,1,0,0,20.6,20.6,0.0,1,1,1.7,1.7,OPTIMAL,OPTIMAL,0.0347,0.0443
ring,21,good,0,ok,OnionLettuceSalad|TomatoLettuceSalad|TomatoLettuceSoup,10,7,chop_lettuce,chop,lettuce,1,0,0,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.016,0.0257
ring,21,good,2,ok,OnionLettuceSalad|TomatoLettuceSalad|TomatoLettuceSoup,10,7,chop_lettuce,chop,lettuce,1,0,0,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0165,0.0251
ring,21,good,4,ok,OnionLettuceSalad|TomatoLettuceSalad|TomatoLettuceSoup,10,7,chop_lettuce,chop,lettuce,1,0,0,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0175,0.0252
ring,21,bad,0,ok,OnionLettuceSalad|TomatoLettuceSalad|TomatoLettuceSoup,10,7,chop_onion,chop,onion,0,0,1,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0165,0.0216
ring,21,bad,2,ok,OnionLettuceSalad|TomatoLettuceSalad|TomatoLettuceSoup,10,7,chop_onion,chop,onion,0,0,1,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0163,0.0233
ring,21,bad,4,ok,OnionLettuceSalad|TomatoLettuceSalad|TomatoLettuceSoup,10,7,chop_onion,chop,onion,0,0,1,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0156,0.0202
ring,21,random,0,ok,OnionLettuceSalad|TomatoLettuceSalad|TomatoLettuceSoup,10,7,chop_lettuce,chop,lettuce,1,0,0,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0169,0.0244
ring,21,random,2,ok,OnionLettuceSalad|TomatoLettuceSalad|TomatoLettuceSoup,10,7,chop_lettuce,chop,lettuce,1,0,0,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0192,0.0289
ring,21,random,4,ok,OnionLettuceSalad|TomatoLettuceSalad|TomatoLettuceSoup,10,7,chop_lettuce,chop,lettuce,1,0,0,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0191,0.0315
ring,22,good,0,ok,OnionTomatoSalad|FullSalad|OnionLettuceSoup,11,7,chop_onion,chop,onion,1,0,0,0,21.0,21.0,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0229,0.034
ring,22,good,2,ok,OnionTomatoSalad|FullSalad|OnionLettuceSoup,11,7,chop_onion,chop,onion,1,0,0,0,21.0,21.0,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0266,0.039
ring,22,good,4,ok,OnionTomatoSalad|FullSalad|OnionLettuceSoup,11,7,chop_onion,chop,onion,1,0,0,0,21.0,21.0,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.025,0.0413
ring,22,bad,0,ok,OnionTomatoSalad|FullSalad|OnionLettuceSoup,11,7,chop_tomato,chop,tomato,0,3,0,3,21.0,23.8,2.8,0,0,0,,OPTIMAL,OPTIMAL,0.0251,0.03
ring,22,bad,2,ok,OnionTomatoSalad|FullSalad|OnionLettuceSoup,11,7,chop_tomato,chop,tomato,0,3,0,1,21.0,22.8,1.8,1,1,1.7,1.7,OPTIMAL,OPTIMAL,0.0241,0.0244
ring,22,bad,4,ok,OnionTomatoSalad|FullSalad|OnionLettuceSoup,11,7,chop_tomato,chop,tomato,0,3,0,0,21.0,21.0,0.0,3,3,4.2,1.7|2.1|0.4,OPTIMAL,OPTIMAL,0.0277,0.033
ring,22,random,0,ok,OnionTomatoSalad|FullSalad|OnionLettuceSoup,11,7,serve_lettuce_onionsoup,serve,lettuce-onion soup,1,9,0,9,21.0,31.6,10.6,3,3,4.2,1.7|2.1|0.4,OPTIMAL,OPTIMAL,0.0326,0.0148
ring,22,random,2,ok,OnionTomatoSalad|FullSalad|OnionLettuceSoup,11,7,serve_lettuce_onionsoup,serve,lettuce-onion soup,1,9,0,7,21.0,27.8,6.8,5,5,7.4,1.7|2.1|0.4|1.8|1.4,OPTIMAL,OPTIMAL,0.0204,0.0206
ring,22,random,4,ok,OnionTomatoSalad|FullSalad|OnionLettuceSoup,11,7,serve_lettuce_onionsoup,serve,lettuce-onion soup,1,9,0,5,21.0,24.2,3.2,7,7,10.4,1.7|2.1|0.4|1.7|1.4|1.3|1.8,OPTIMAL,OPTIMAL,0.0203,0.0245
ring,23,good,0,ok,OnionTomatoSalad|TomatoLettuceSalad|TomatoLettuceSoup,10,7,chop_lettuce,chop,lettuce,1,0,0,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0184,0.0195
ring,23,good,2,ok,OnionTomatoSalad|TomatoLettuceSalad|TomatoLettuceSoup,10,7,chop_lettuce,chop,lettuce,1,0,0,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.019,0.024
ring,23,good,4,ok,OnionTomatoSalad|TomatoLettuceSalad|TomatoLettuceSoup,10,7,chop_lettuce,chop,lettuce,1,0,0,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0162,0.0203
ring,23,bad,0,ok,OnionTomatoSalad|TomatoLettuceSalad|TomatoLettuceSoup,10,7,chop_onion,chop,onion,0,0,1,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0141,0.0163
ring,23,bad,2,ok,OnionTomatoSalad|TomatoLettuceSalad|TomatoLettuceSoup,10,7,chop_onion,chop,onion,0,0,1,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0165,0.0168
ring,23,bad,4,ok,OnionTomatoSalad|TomatoLettuceSalad|TomatoLettuceSoup,10,7,chop_onion,chop,onion,0,0,1,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.015,0.0173
ring,23,random,0,ok,OnionTomatoSalad|TomatoLettuceSalad|TomatoLettuceSoup,10,7,serve_salad_lettuce_tomatosalad,serve_salad,lettuce-tomato salad,0,5,0,5,21.2,27.0,5.8,2,2,3.5,1.8|1.7,OPTIMAL,OPTIMAL,0.0179,0.0099
ring,23,random,2,ok,OnionTomatoSalad|TomatoLettuceSalad|TomatoLettuceSoup,10,7,serve_salad_lettuce_tomatosalad,serve_salad,lettuce-tomato salad,0,5,0,3,21.2,26.6,5.4,3,3,5.6,2.1|1.8|1.7,OPTIMAL,OPTIMAL,0.016,0.0187
ring,23,random,4,ok,OnionTomatoSalad|TomatoLettuceSalad|TomatoLettuceSoup,10,7,serve_salad_lettuce_tomatosalad,serve_salad,lettuce-tomato salad,0,5,0,1,21.2,21.2,0.0,5,5,8.0,2.1|2.0|0.4|1.8|1.7,OPTIMAL,OPTIMAL,0.0231,0.0211
ring,24,good,0,ok,TomatoLettuceSalad|OnionLettuceSalad|OnionLettuceSoup,10,7,chop_lettuce,chop,lettuce,1,1,0,1,21.0,21.4,0.4,0,0,0,,OPTIMAL,OPTIMAL,0.0149,0.025
ring,24,good,2,ok,TomatoLettuceSalad|OnionLettuceSalad|OnionLettuceSoup,10,7,chop_lettuce,chop,lettuce,1,1,0,0,21.0,21.0,0.0,1,1,1.7,1.7,OPTIMAL,OPTIMAL,0.0136,0.032
ring,24,good,4,ok,TomatoLettuceSalad|OnionLettuceSalad|OnionLettuceSoup,10,7,chop_lettuce,chop,lettuce,1,1,0,0,21.0,21.0,0.0,1,1,1.7,1.7,OPTIMAL,OPTIMAL,0.015,0.023
ring,24,bad,0,ok,TomatoLettuceSalad|OnionLettuceSalad|OnionLettuceSoup,10,7,chop_tomato,chop,tomato,0,6,0,6,21.0,23.8,2.8,0,0,0,,OPTIMAL,OPTIMAL,0.0147,0.0115
ring,24,bad,2,ok,TomatoLettuceSalad|OnionLettuceSalad|OnionLettuceSoup,10,7,chop_tomato,chop,tomato,0,6,0,4,21.0,23.0,2.0,1,1,2.1,2.1,OPTIMAL,OPTIMAL,0.0246,0.0197
ring,24,bad,4,ok,TomatoLettuceSalad|OnionLettuceSalad|OnionLettuceSoup,10,7,chop_tomato,chop,tomato,0,6,0,2,21.0,21.0,0.0,3,3,4.2,1.7|2.1|0.4,OPTIMAL,OPTIMAL,0.0172,0.0227
ring,24,random,0,ok,TomatoLettuceSalad|OnionLettuceSalad|OnionLettuceSoup,10,7,serve_lettuce_onionsoup,serve,lettuce-onion soup,1,8,0,8,21.0,29.8,8.8,3,3,4.2,1.7|2.1|0.4,OPTIMAL,OPTIMAL,0.0171,0.0174
ring,24,random,2,ok,TomatoLettuceSalad|OnionLettuceSalad|OnionLettuceSoup,10,7,serve_lettuce_onionsoup,serve,lettuce-onion soup,1,8,0,6,21.0,26.4,5.4,5,5,7.7,1.7|2.1|0.4|1.7|1.8,OPTIMAL,OPTIMAL,0.0149,0.0184
