map,preset,seed,human_model,quality,skip_budget,status,orders,target,target_verb,target_obj,served,reward,orders_left,completed,timed_out,makespan_actual_s,makespan_plan_baseline_s,makespan_plan_constrained_s,loss_s,loss_status,prediction_match,prediction_samples,replans,preempted_by_human,rework,human_frames,human_idle_pct,human_move_pct,human_interact_pct,human_task_switches,human_stuck_switches,human_useful_events,human_event_kinds,wall_seconds
experiment,experiment2,11,random,random,2,ok,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,mix_orange_bananajuice,mix,orange-banana juice,3,45,0,1,0,30.7,13.9,13.9,0.0,ok,0.2671,307,46,3,8,307,35.8,31.3,32.6,21,0,38,Assemble:2|Chop:3|Deliver:3|Mix:1|Pickup:19|Put:10,20.1
experiment,experiment2,12,follow_plan,random,0,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,handover_lettuce_onionsoup,handover,lettuce-onion soup,0,0,3,0,1,100.0,16.0,18.5,2.5,ok,1.0,1000,128,0,0,1000,0.0,2.2,97.7,0,0,4,Chop:1|Pickup:2|Put:1,69.1
experiment,experiment2,12,greedy,bad,4,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,chop_banana,chop,banana,3,45,0,1,0,48.1,16.0,16.0,0.0,ok,0.1351,481,57,0,10,481,1.5,17.3,81.1,14,2,19,Assemble:1|Chop:1|Deliver:3|Mix:1|Pickup:10|Put:3,33.8
experiment,experiment2,12,random,bad,2,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,chop_banana,chop,banana,3,45,0,1,0,34.5,16.0,16.2,0.2,ok,0.2029,345,44,2,12,345,58.6,18.0,23.2,13,2,24,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:12|Put:4,21.0
experiment,experiment2,13,follow_plan,bad,0,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,chop_apple,chop,apple,3,45,0,1,0,32.3,16.0,16.4,0.4,ok,1.0,323,34,0,9,323,26.0,18.6,55.1,0,0,28,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:14|Put:7,15.4
experiment,experiment2,13,greedy,good,4,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,chop_onion,chop,onion,3,45,0,1,0,48.1,16.0,16.0,0.0,ok,0.131,481,58,0,10,481,1.9,16.4,81.5,14,2,19,Assemble:1|Chop:1|Deliver:3|Mix:1|Pickup:10|Put:3,33.5
experiment,experiment2,13,random,good,2,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,chop_onion,chop,onion,3,45,0,1,0,62.9,16.0,16.2,0.2,ok,0.1987,629,80,4,6,629,70.4,12.7,16.7,16,4,82,Assemble:3|Chop:2|Deliver:3|Mix:1|Pickup:41|Put:32,41.3
experiment,experiment2,14,follow_plan,good,0,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,chop_onion,chop,onion,3,45,0,1,0,22.3,16.2,16.4,0.2,ok,1.0,223,46,0,8,223,33.2,27.8,38.6,0,0,70,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:35|Put:28,13.9
experiment,experiment2,14,follow_plan,random,4,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,chop_onion,chop,onion,1,15,2,0,1,100.0,16.2,16.2,0.0,ok,1.0,1000,129,0,6,1000,6.5,4.5,88.9,0,0,874,Assemble:1|Chop:1|Deliver:1|Mix:1|Pickup:438|Put:432,56.6
experiment,experiment2,14,greedy,random,2,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,chop_onion,chop,onion,3,45,0,1,0,47.4,16.2,16.4,0.2,ok,0.1118,474,57,0,9,474,0.4,17.3,82.1,14,3,20,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:10|Put:3,32.7
experiment,experiment2,14,random,random,0,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,chop_onion,chop,onion,3,45,0,1,0,30.3,16.2,16.4,0.2,ok,0.2838,303,45,1,11,303,23.1,23.1,53.5,12,0,52,Assemble:1|Chop:1|Deliver:3|Mix:1|Pickup:26|Put:20,20.2
experiment,experiment2,15,follow_plan,bad,4,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,chop_apple,chop,apple,3,45,0,1,0,25.7,13.7,13.7,0.0,ok,1.0,257,36,0,6,257,13.2,25.7,60.7,0,0,68,Assemble:3|Chop:2|Deliver:3|Mix:1|Pickup:34|Put:25,12.9
experiment,experiment2,15,greedy,bad,2,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,chop_apple,chop,apple,3,45,0,1,0,37.8,13.7,13.7,0.0,ok,0.2354,378,40,0,9,378,0.5,26.5,72.8,18,1,30,Assemble:3|Chop:3|Deliver:3|Mix:1|Pickup:15|Put:5,23.1
experiment,experiment2,15,random,bad,0,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,chop_apple,chop,apple,3,45,0,1,0,48.5,13.7,13.9,0.2,ok,0.1773,485,63,1,8,485,45.6,21.0,33.2,18,2,30,Assemble:1|Chop:3|Deliver:3|Mix:1|Pickup:15|Put:7,28.2
experiment,experiment2,16,follow_plan,good,4,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,25.7,13.7,13.7,0.0,ok,1.0,257,36,0,6,257,13.2,25.7,60.7,0,0,68,Assemble:3|Chop:2|Deliver:3|Mix:1|Pickup:34|Put:25,12.6
experiment,experiment2,16,greedy,good,2,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,37.8,13.7,13.7,0.0,ok,0.2354,378,40,0,9,378,0.5,26.5,72.8,18,1,30,Assemble:3|Chop:3|Deliver:3|Mix:1|Pickup:15|Put:5,22.9
experiment,experiment2,16,random,good,0,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,57.5,13.7,13.7,0.0,ok,0.1565,575,68,5,9,575,69.6,14.6,15.7,22,3,28,Assemble:2|Chop:3|Deliver:3|Mix:1|Pickup:14|Put:5,35.7
experiment,experiment2,16,random,random,4,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,chop_lettuce,chop,lettuce,3,45,0,1,0,57.5,13.7,13.7,0.0,ok,0.1565,575,68,5,9,575,69.6,14.6,15.7,22,3,28,Assemble:2|Chop:3|Deliver:3|Mix:1|Pickup:14|Put:5,34.2
experiment,experiment2,17,follow_plan,random,2,ok,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,serve_from_counter_onion_tomatosoup,serve_from_counter,onion-tomato soup,3,45,0,1,0,26.1,13.9,15.6,1.7,ok,1.0,261,38,0,6,261,10.7,29.1,59.8,0,0,84,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:42|Put:35,12.7
experiment,experiment2,17,greedy,random,0,ok,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,serve_from_counter_onion_tomatosoup,serve_from_counter,onion-tomato soup,2,30,1,0,1,100.0,13.9,15.8,1.9,ok,0.807,1000,121,0,7,1000,77.5,7.9,14.5,14,7,21,Assemble:3|Chop:3|Deliver:2|Pickup:10|Put:3,39.1
experiment,experiment2,17,random,bad,4,ok,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,chop_banana,chop,banana,3,45,0,1,0,48.2,13.9,13.9,0.0,ok,0.1805,482,56,4,9,482,59.1,17.4,23.2,20,2,30,Assemble:3|Chop:3|Deliver:3|Mix:1|Pickup:15|Put:5,23.7
experiment,experiment2,0,follow_plan,bad,0,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,chop_apple,chop,apple,3,45,0,1,0,26.7,16.2,16.2,0.0,ok,1.0,267,36,0,7,267,27.0,23.2,49.4,0,0,58,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:29|Put:21,14.7
experiment,experiment2,0,greedy,good,4,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,chop_tomato,chop,tomato,3,45,0,1,0,29.9,16.2,16.2,0.0,ok,0.1806,299,38,0,11,299,0.7,24.1,74.9,12,0,24,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:12|Put:5,18.5
experiment,experiment2,0,random,good,2,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,chop_tomato,chop,tomato,3,45,0,1,0,48.0,16.2,16.2,0.0,ok,0.1313,480,67,5,8,480,73.8,15.0,11.0,19,2,30,Assemble:2|Chop:2|Deliver:3|Mix:1|Pickup:15|Put:7,31.8
experiment,experiment2,1,follow_plan,good,0,ok,OnionLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,21.9,16.2,16.2,0.0,ok,1.0,219,38,0,8,219,11.9,25.6,62.1,0,0,100,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:50|Put:43,12.9
experiment,experiment2,1,follow_plan,random,4,ok,OnionLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,21.9,16.2,16.2,0.0,ok,1.0,219,38,0,8,219,11.9,25.6,62.1,0,0,100,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:50|Put:43,13.0
experiment,experiment2,1,greedy,random,2,ok,OnionLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,29.9,16.2,16.2,0.0,ok,0.1739,299,38,0,11,299,0.7,24.1,74.9,12,0,22,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:11|Put:4,18.7
experiment,experiment2,1,random,random,0,ok,OnionLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,28.1,16.2,16.2,0.0,ok,0.2206,281,44,3,8,281,34.5,29.2,35.9,17,0,24,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:12|Put:5,19.9
experiment,experiment2,2,follow_plan,bad,4,ok,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,chop_banana,chop,banana,3,45,0,1,0,21.9,16.4,16.4,0.0,ok,1.0,219,38,0,8,219,12.3,25.6,61.6,0,0,100,Assemble:1|Chop:1|Deliver:3|Mix:1|Pickup:50|Put:44,12.8
experiment,experiment2,2,greedy,bad,2,ok,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,chop_banana,chop,banana,3,45,0,1,0,26.9,16.4,16.4,0.0,ok,0.2677,269,38,0,9,269,2.6,29.0,68.0,12,0,18,Assemble:1|Chop:1|Deliver:3|Mix:1|Pickup:9|Put:3,19.8
experiment,experiment2,2,random,bad,0,ok,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,chop_banana,chop,banana,3,45,0,1,0,28.1,16.4,16.6,0.2,ok,0.5089,281,35,2,8,281,34.5,24.2,40.9,13,0,20,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:10|Put:3,18.3
experiment,experiment2,3,follow_plan,good,4,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleBananaJuice,chop_lettuce,chop,lettuce,3,45,0,1,0,26.7,16.0,16.0,0.0,ok,1.0,267,37,0,7,267,27.0,23.2,49.4,0,0,56,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:28|Put:20,14.4
experiment,experiment2,3,greedy,good,2,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleBananaJuice,chop_lettuce,chop,lettuce,3,45,0,1,0,41.4,16.0,16.0,0.0,ok,0.1111,414,60,0,9,414,1.7,22.9,75.1,17,1,31,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:16|Put:8,29.6
experiment,experiment2,3,random,good,0,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleBananaJuice,chop_lettuce,chop,lettuce,3,45,0,1,0,34.5,16.0,16.0,0.0,ok,0.2551,345,54,2,8,345,58.8,16.8,24.1,12,2,21,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:11|Put:3,21.8
experiment,experiment2,3,random,random,4,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleBananaJuice,serve_juice_apple_bananajuice,serve_juice,apple-banana juice,3,45,0,1,0,40.3,16.0,16.0,0.0,ok,0.1414,403,55,3,9,403,69.2,19.4,11.2,17,1,22,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:11|Put:4,26.1
experiment,experiment2,4,follow_plan,random,2,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,mix_apple_orangejuice,mix,apple-orange juice,3,45,0,1,0,26.7,16.0,16.0,0.0,ok,1.0,267,37,0,7,267,27.0,23.2,49.4,0,0,56,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:28|Put:20,14.2
experiment,experiment2,4,greedy,random,0,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,mix_apple_orangejuice,mix,apple-orange juice,0,0,3,0,1,100.0,16.0,16.0,0.0,ok,0.012,1000,135,0,4,1000,0.0,9.2,90.7,14,8,24,Chop:1|Mix:1|Pickup:12|Put:10,78.5
experiment,experiment2,4,random,bad,4,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,chop_apple,chop,apple,3,45,0,1,0,26.7,16.0,16.0,0.0,ok,0.2697,267,39,1,9,267,10.9,32.2,56.6,12,0,16,Assemble:1|Chop:1|Deliver:3|Mix:1|Pickup:8|Put:2,19.6
experiment,experiment2,5,follow_plan,bad,2,ok,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,chop_orange,chop,orange,3,45,0,1,0,26.9,16.2,16.2,0.0,ok,1.0,269,37,0,7,269,27.5,23.0,49.1,0,0,56,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:28|Put:20,14.8
experiment,experiment2,5,greedy,bad,0,ok,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,chop_orange,chop,orange,3,45,0,1,0,26.9,16.2,16.2,0.0,ok,0.2677,269,40,0,9,269,2.6,29.0,68.0,12,0,18,Assemble:1|Chop:1|Deliver:3|Mix:1|Pickup:9|Put:3,19.7
experiment,experiment2,5,random,good,4,ok,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,chop_tomato,chop,tomato,0,0,3,0,1,100.0,16.2,16.2,0.0,ok,0.051,1000,122,2,6,1000,0.0,4.8,95.1,7,0,936,Assemble:1|Chop:2|Mix:1|Pickup:468|Put:464,107.5
experiment,experiment2,6,follow_plan,good,2,ok,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,chop_onion,chop,onion,1,15,2,0,1,100.0,16.2,16.2,0.0,ok,1.0,1000,129,0,6,1000,6.5,4.5,88.9,0,0,874,Assemble:1|Chop:1|Deliver:1|Mix:1|Pickup:438|Put:432,56.2
experiment,experiment2,6,greedy,good,0,ok,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,chop_onion,chop,onion,3,45,0,1,0,49.6,16.2,16.2,0.0,ok,0.1552,496,59,0,19,496,0.4,16.5,82.9,14,3,42,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:21|Put:14,32.3
experiment,experiment2,6,greedy,random,4,ok,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,chop_apple,chop,apple,3,45,0,1,0,47.4,16.2,16.2,0.0,ok,0.1076,474,57,0,9,474,0.4,17.3,82.1,14,3,20,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:10|Put:3,28.2
experiment,experiment2,6,random,random,2,ok,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,chop_apple,chop,apple,3,45,0,1,0,54.1,16.2,16.2,0.0,ok,0.1128,541,73,2,6,541,74.5,15.2,10.2,16,4,32,Assemble:2|Chop:2|Deliver:3|Mix:1|Pickup:16|Put:8,28.5
experiment,experiment2,7,follow_plan,random,0,ok,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,cook_lettuce_onionsoup,cook,lettuce-onion soup,3,45,0,1,0,28.3,16.2,16.2,0.0,ok,1.0,283,43,0,6,283,26.1,17.3,56.2,0,0,78,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:39|Put:31,14.0
experiment,experiment2,7,greedy,bad,4,ok,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,chop_apple,chop,apple,3,45,0,1,0,47.4,16.2,16.2,0.0,ok,0.1076,474,57,0,9,474,0.4,17.3,82.1,14,3,20,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:10|Put:3,29.1
experiment,experiment2,7,random,bad,2,ok,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,chop_apple,chop,apple,3,45,0,1,0,32.3,16.2,16.2,0.0,ok,0.1889,323,47,3,6,323,31.9,22.9,44.9,16,2,22,Assemble:2|Chop:2|Deliver:3|Mix:1|Pickup:11|Put:3,18.6
experiment,experiment2,8,follow_plan,bad,0,ok,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,chop_banana,chop,banana,3,45,0,1,0,28.9,16.4,16.8,0.4,ok,1.0,289,40,0,6,289,14.9,21.5,63.3,0,0,120,Assemble:1|Chop:1|Deliver:3|Mix:1|Pickup:60|Put:54,15.1
experiment,experiment2,8,greedy,good,4,ok,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,chop_onion,chop,onion,3,45,0,1,0,47.4,16.4,16.4,0.0,ok,0.1076,474,57,0,9,474,0.4,17.3,82.1,14,3,20,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:10|Put:3,28.5
experiment,experiment2,8,random,good,2,ok,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,chop_onion,chop,onion,3,45,0,1,0,67.8,16.4,16.4,0.0,ok,0.1239,678,85,6,8,678,61.9,15.0,22.9,18,4,39,Assemble:2|Chop:2|Deliver:3|Mix:1|Pickup:20|Put:11,41.8
experiment,experiment2,9,follow_plan,good,0,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,chop_tomato,chop,tomato,3,45,0,1,0,26.7,13.7,13.7,0.0,ok,1.0,267,34,0,6,267,25.1,29.2,45.3,0,0,24,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:12|Put:5,12.7
experiment,experiment2,9,follow_plan,random,4,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,cook_lettuce_tomatosoup,cook,lettuce-tomato soup,3,45,0,1,0,26.7,13.7,13.7,0.0,ok,1.0,267,34,0,6,267,25.1,29.2,45.3,0,0,24,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:12|Put:5,12.3
experiment,experiment2,9,greedy,random,2,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,cook_lettuce_tomatosoup,cook,lettuce-tomato soup,3,45,0,1,0,26.7,13.7,13.7,0.0,ok,0.4569,267,39,0,8,267,2.6,34.5,62.5,13,0,24,Assemble:2|Chop:2|Deliver:3|Mix:1|Pickup:12|Put:4,17.6
experiment,experiment2,9,random,random,0,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,cook_lettuce_tomatosoup,cook,lettuce-tomato soup,3,45,0,1,0,35.7,13.7,13.7,0.0,ok,0.5126,357,47,1,7,357,1.7,28.0,70.0,15,1,28,Assemble:3|Chop:2|Deliver:3|Mix:1|Pickup:14|Put:5,23.2
experiment,experiment2,10,follow_plan,bad,4,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,chop_apple,chop,apple,3,45,0,1,0,26.7,13.7,13.7,0.0,ok,1.0,267,34,0,6,267,25.1,29.2,45.3,0,0,24,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:12|Put:5,12.3
experiment,experiment2,10,greedy,bad,2,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,chop_apple,chop,apple,3,45,0,1,0,26.7,13.7,13.7,0.0,ok,0.4569,267,39,0,8,267,2.6,34.5,62.5,13,0,24,Assemble:2|Chop:2|Deliver:3|Mix:1|Pickup:12|Put:4,17.4
experiment,experiment2,10,random,bad,0,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,chop_apple,chop,apple,3,45,0,1,0,26.7,13.7,13.7,0.0,ok,0.5918,267,37,2,7,267,0.0,37.5,62.2,16,0,36,Assemble:3|Chop:3|Deliver:3|Mix:1|Pickup:18|Put:8,17.4
experiment,experiment2,11,follow_plan,good,4,ok,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,chop_lettuce,chop,lettuce,3,45,0,1,0,26.9,13.9,13.9,0.0,ok,1.0,269,33,0,6,269,24.9,28.3,46.5,0,0,28,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:14|Put:7,12.6
experiment,experiment2,11,greedy,good,2,ok,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,chop_lettuce,chop,lettuce,3,45,0,1,0,26.9,13.9,14.3,0.4,ok,0.4015,269,38,0,8,269,2.6,34.2,62.8,15,0,18,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:9|Put:2,17.5
experiment,experiment2,11,random,good,0,ok,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,chop_lettuce,chop,lettuce,0,0,3,0,1,100.0,13.9,14.9,1.0,ok,0.992,1000,136,0,7,1000,0.0,2.9,97.0,5,0,7,Chop:2|Pickup:4|Put:1,60.4
experiment,experiment2,11,random,random,4,ok,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,mix_orange_bananajuice,mix,orange-banana juice,3,45,0,1,0,30.7,13.9,13.9,0.0,ok,0.2671,307,46,3,8,307,35.8,31.3,32.6,21,0,38,Assemble:2|Chop:3|Deliver:3|Mix:1|Pickup:19|Put:10,20.8
experiment,experiment2,12,follow_plan,random,2,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,handover_lettuce_onionsoup,handover,lettuce-onion soup,3,45,0,1,0,22.1,16.0,17.7,1.7,ok,1.0,221,46,0,7,221,32.6,28.1,38.9,0,0,70,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:35|Put:28,13.8
experiment,experiment2,12,greedy,random,0,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,handover_lettuce_onionsoup,handover,lettuce-onion soup,0,0,3,0,1,100.0,16.0,18.5,2.5,ok,0.559,1000,132,0,0,1000,40.3,7.6,52.0,10,9,13,Chop:1|Pickup:7|Put:5,81.4
experiment,experiment2,12,random,bad,4,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,chop_banana,chop,banana,3,45,0,1,0,34.3,16.0,16.0,0.0,ok,0.2478,343,43,3,11,343,60.3,18.1,21.3,13,2,46,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:23|Put:15,22.4
experiment,experiment2,13,follow_plan,bad,2,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,chop_apple,chop,apple,1,15,2,0,1,100.0,16.0,16.0,0.0,ok,1.0,1000,130,0,6,1000,6.3,4.5,89.1,0,0,876,Assemble:1|Chop:1|Deliver:1|Mix:1|Pickup:439|Put:433,57.4
experiment,experiment2,13,greedy,bad,0,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,chop_apple,chop,apple,3,45,0,1,0,46.7,16.0,16.4,0.4,ok,0.439,467,53,1,10,467,23.6,16.7,59.5,14,3,56,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:28|Put:21,29.1
experiment,experiment2,13,random,good,4,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,chop_onion,chop,onion,3,45,0,1,0,36.1,16.0,16.0,0.0,ok,0.1302,361,47,5,10,361,66.8,21.1,11.9,15,1,20,Assemble:2|Chop:2|Deliver:3|Mix:1|Pickup:10|Put:2,24.5
experiment,experiment2,14,follow_plan,good,2,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,chop_onion,chop,onion,3,45,0,1,0,28.5,16.2,16.4,0.2,ok,1.0,285,42,0,6,285,26.7,17.2,55.8,0,0,78,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:39|Put:31,16.8
experiment,experiment2,14,greedy,good,0,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,chop_onion,chop,onion,3,45,0,1,0,30.3,16.2,16.4,0.2,ok,0.1419,303,42,0,11,303,0.7,23.8,75.2,12,0,20,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:10|Put:3,19.4
experiment,experiment2,14,greedy,random,4,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,chop_onion,chop,onion,3,45,0,1,0,48.3,16.2,16.2,0.0,ok,0.1429,483,57,0,10,483,1.2,17.6,81.0,14,2,21,Assemble:1|Chop:1|Deliver:3|Mix:1|Pickup:11|Put:4,33.9
experiment,experiment2,14,random,random,2,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,chop_onion,chop,onion,3,45,0,1,0,29.8,16.2,16.4,0.2,ok,0.547,298,43,0,6,298,15.4,18.1,66.1,10,1,82,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:41|Put:34,21.1
experiment,experiment2,15,follow_plan,random,0,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,chop_onion,chop,onion,0,0,3,0,1,100.0,13.7,14.9,1.2,ok,1.0,1000,136,0,7,1000,0.7,2.9,96.3,0,0,7,Chop:2|Pickup:4|Put:1,54.9
experiment,experiment2,15,greedy,bad,4,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,chop_apple,chop,apple,3,45,0,1,0,37.8,13.7,13.7,0.0,ok,0.2354,378,40,0,9,378,0.5,26.5,72.8,18,1,30,Assemble:3|Chop:3|Deliver:3|Mix:1|Pickup:15|Put:5,23.1
experiment,experiment2,15,random,bad,2,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,chop_apple,chop,apple,3,45,0,1,0,58.6,13.7,13.7,0.0,ok,0.2491,586,70,4,9,586,65.9,15.4,18.6,19,3,78,Assemble:2|Chop:3|Deliver:3|Mix:1|Pickup:39|Put:30,36.8
experiment,experiment2,16,follow_plan,bad,0,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,chop_apple,chop,apple,3,45,0,1,0,25.9,13.7,13.9,0.2,ok,1.0,259,39,0,6,259,10.8,30.1,58.7,0,0,80,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:40|Put:33,12.4
experiment,experiment2,16,greedy,good,4,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,37.8,13.7,13.7,0.0,ok,0.2354,378,40,0,9,378,0.5,26.5,72.8,18,1,30,Assemble:3|Chop:3|Deliver:3|Mix:1|Pickup:15|Put:5,21.2
experiment,experiment2,16,random,good,2,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,57.5,13.7,13.7,0.0,ok,0.1565,575,68,5,9,575,69.6,14.6,15.7,22,3,28,Assemble:2|Chop:3|Deliver:3|Mix:1|Pickup:14|Put:5,31.1
experiment,experiment2,17,follow_plan,good,0,ok,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,25.9,13.9,13.9,0.0,ok,1.0,259,38,0,6,259,13.9,25.5,60.2,0,0,68,Assemble:3|Chop:2|Deliver:3|Mix:1|Pickup:34|Put:25,10.0
