map,preset,seed,human_model,quality,skip_budget,status,orders,target,target_verb,target_obj,served,reward,orders_left,completed,timed_out,makespan_actual_s,makespan_plan_baseline_s,makespan_plan_constrained_s,loss_s,loss_status,prediction_match,prediction_samples,replans,preempted_by_human,rework,human_frames,human_idle_pct,human_move_pct,human_interact_pct,human_task_switches,human_stuck_switches,human_useful_events,human_event_kinds,wall_seconds
experiment,experiment2,6,greedy,random,0,ok,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,chop_apple,chop,apple,3,45,0,1,0,30.9,16.2,16.4,0.2,ok,0.5016,309,39,0,8,309,2.3,20.7,76.7,11,0,56,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:28|Put:20,19.1
experiment,experiment2,6,random,bad,4,ok,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,chop_banana,chop,banana,3,45,0,1,0,54.1,16.2,16.2,0.0,ok,0.1128,541,73,2,6,541,74.5,15.2,10.2,16,4,32,Assemble:2|Chop:2|Deliver:3|Mix:1|Pickup:16|Put:8,28.0
experiment,experiment2,7,follow_plan,bad,2,ok,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,chop_apple,chop,apple,3,45,0,1,0,28.3,16.2,16.2,0.0,ok,1.0,283,43,0,6,283,26.1,17.3,56.2,0,0,78,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:39|Put:31,14.5
experiment,experiment2,7,greedy,bad,0,ok,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,chop_apple,chop,apple,3,45,0,1,0,30.7,16.2,16.4,0.2,ok,0.5342,307,39,0,8,307,2.3,20.8,76.5,11,0,54,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:27|Put:19,19.6
experiment,experiment2,7,random,good,4,ok,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,chop_onion,chop,onion,3,45,0,1,0,32.3,16.2,16.2,0.0,ok,0.1889,323,47,3,6,323,31.9,22.9,44.9,16,2,22,Assemble:2|Chop:2|Deliver:3|Mix:1|Pickup:11|Put:3,18.0
experiment,experiment2,8,follow_plan,good,2,ok,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,chop_onion,chop,onion,1,15,2,0,1,100.0,16.4,16.4,0.0,ok,1.0,1000,129,0,6,1000,6.7,4.5,88.7,0,0,872,Assemble:1|Chop:1|Deliver:1|Mix:1|Pickup:437|Put:431,54.7
experiment,experiment2,8,greedy,good,0,ok,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,chop_onion,chop,onion,3,45,0,1,0,49.6,16.4,16.4,0.0,ok,0.1552,496,59,0,19,496,0.4,16.5,82.9,14,3,42,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:21|Put:14,30.6
experiment,experiment2,8,greedy,random,4,ok,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,chop_onion,chop,onion,3,45,0,1,0,47.4,16.4,16.4,0.0,ok,0.1076,474,57,0,9,474,0.4,17.3,82.1,14,3,20,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:10|Put:3,28.8
experiment,experiment2,8,random,random,2,ok,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,chop_onion,chop,onion,3,45,0,1,0,67.8,16.4,16.4,0.0,ok,0.1239,678,85,6,8,678,61.9,15.0,22.9,18,4,39,Assemble:2|Chop:2|Deliver:3|Mix:1|Pickup:20|Put:11,42.1
experiment,experiment2,9,follow_plan,random,0,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,cook_lettuce_tomatosoup,cook,lettuce-tomato soup,3,45,0,1,0,26.7,13.7,13.7,0.0,ok,1.0,267,34,0,6,267,25.1,29.2,45.3,0,0,24,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:12|Put:5,12.3
experiment,experiment2,9,greedy,bad,4,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,chop_banana,chop,banana,3,45,0,1,0,26.7,13.7,13.7,0.0,ok,0.4569,267,39,0,8,267,2.6,34.5,62.5,13,0,24,Assemble:2|Chop:2|Deliver:3|Mix:1|Pickup:12|Put:4,17.3
experiment,experiment2,9,random,bad,2,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,chop_banana,chop,banana,3,45,0,1,0,35.7,13.7,13.7,0.0,ok,0.5126,357,47,1,7,357,1.7,28.0,70.0,15,1,28,Assemble:3|Chop:2|Deliver:3|Mix:1|Pickup:14|Put:5,23.0
experiment,experiment2,10,follow_plan,bad,0,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,chop_apple,chop,apple,3,45,0,1,0,26.7,13.7,13.7,0.0,ok,1.0,267,34,0,6,267,25.1,29.2,45.3,0,0,24,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:12|Put:5,12.3
experiment,experiment2,10,greedy,good,4,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,26.7,13.7,13.7,0.0,ok,0.4569,267,39,0,8,267,2.6,34.5,62.5,13,0,24,Assemble:2|Chop:2|Deliver:3|Mix:1|Pickup:12|Put:4,17.1
experiment,experiment2,10,random,good,2,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,26.7,13.7,13.7,0.0,ok,0.5918,267,37,2,7,267,0.0,37.5,62.2,16,0,36,Assemble:3|Chop:3|Deliver:3|Mix:1|Pickup:18|Put:8,17.7
experiment,experiment2,11,follow_plan,good,0,ok,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,chop_lettuce,chop,lettuce,0,0,3,0,1,100.0,13.9,14.9,1.0,ok,1.0,1000,136,0,7,1000,0.7,2.9,96.3,0,0,7,Chop:2|Pickup:4|Put:1,53.7
experiment,experiment2,11,follow_plan,random,4,ok,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,mix_orange_bananajuice,mix,orange-banana juice,3,45,0,1,0,26.9,13.9,13.9,0.0,ok,1.0,269,33,0,6,269,24.9,28.3,46.5,0,0,28,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:14|Put:7,13.4
experiment,experiment2,11,greedy,random,2,ok,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,mix_orange_bananajuice,mix,orange-banana juice,3,45,0,1,0,26.9,13.9,13.9,0.0,ok,0.4015,269,38,0,8,269,2.6,34.2,62.8,15,0,18,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:9|Put:2,18.4
experiment,experiment2,11,random,random,0,ok,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,mix_orange_bananajuice,mix,orange-banana juice,0,0,3,0,1,100.0,13.9,16.6,2.7,ok,0.013,1000,136,0,3,1000,0.0,6.6,93.3,13,9,15,Chop:3|Mix:1|Pickup:8|Put:3,75.3
experiment,experiment2,12,follow_plan,bad,4,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,chop_banana,chop,banana,1,15,2,0,1,100.0,16.0,16.0,0.0,ok,1.0,1000,130,0,6,1000,6.3,4.5,89.1,0,0,876,Assemble:1|Chop:1|Deliver:1|Mix:1|Pickup:439|Put:433,57.5
experiment,experiment2,12,greedy,bad,2,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,chop_banana,chop,banana,3,45,0,1,0,34.5,16.0,16.2,0.2,ok,0.4841,345,42,0,12,345,2.9,20.9,75.9,12,1,20,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:10|Put:2,21.0
experiment,experiment2,12,random,bad,0,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,chop_banana,chop,banana,3,45,0,1,0,56.1,16.0,16.8,0.8,ok,0.123,561,73,3,9,561,54.9,18.5,26.4,16,3,23,Chop:2|Deliver:3|Mix:1|Pickup:12|Put:5,36.2
experiment,experiment2,13,follow_plan,good,4,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,chop_onion,chop,onion,1,15,2,0,1,100.0,16.0,16.0,0.0,ok,1.0,1000,130,0,6,1000,6.3,4.5,89.1,0,0,876,Assemble:1|Chop:1|Deliver:1|Mix:1|Pickup:439|Put:433,59.8
experiment,experiment2,13,greedy,good,2,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,chop_onion,chop,onion,3,45,0,1,0,47.4,16.0,16.2,0.2,ok,0.1118,474,57,0,9,474,0.4,17.3,82.1,14,3,20,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:10|Put:3,31.0
experiment,experiment2,13,random,good,0,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,chop_onion,chop,onion,3,45,0,1,0,36.1,16.0,16.2,0.2,ok,0.1357,361,46,2,11,361,52.6,21.1,26.0,12,1,26,Assemble:1|Chop:1|Deliver:3|Mix:1|Pickup:13|Put:7,23.0
experiment,experiment2,13,random,random,4,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,serve_juice_apple_orangejuice,serve_juice,apple-orange juice,3,45,0,1,0,36.1,16.0,16.0,0.0,ok,0.1302,361,47,5,10,361,66.8,21.1,11.9,15,1,20,Assemble:2|Chop:2|Deliver:3|Mix:1|Pickup:10|Put:2,24.2
experiment,experiment2,14,follow_plan,random,2,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,chop_onion,chop,onion,3,45,0,1,0,28.5,16.2,16.4,0.2,ok,1.0,285,42,0,6,285,26.7,17.2,55.8,0,0,78,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:39|Put:31,14.4
experiment,experiment2,14,greedy,random,0,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,chop_onion,chop,onion,3,45,0,1,0,30.3,16.2,16.4,0.2,ok,0.1419,303,42,0,11,303,0.7,23.8,75.2,12,0,20,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:10|Put:3,18.5
experiment,experiment2,14,random,bad,4,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,chop_orange,chop,orange,3,45,0,1,0,58.7,16.2,16.2,0.0,ok,0.2572,587,76,4,8,587,41.4,21.1,37.3,18,3,95,Assemble:1|Chop:3|Deliver:3|Mix:1|Pickup:48|Put:39,39.4
experiment,experiment2,15,follow_plan,bad,2,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,chop_apple,chop,apple,3,45,0,1,0,25.7,13.7,13.7,0.0,ok,1.0,257,36,0,6,257,13.2,25.7,60.7,0,0,68,Assemble:3|Chop:2|Deliver:3|Mix:1|Pickup:34|Put:25,12.6
experiment,experiment2,15,greedy,bad,0,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,chop_apple,chop,apple,3,45,0,1,0,34.3,13.7,13.9,0.2,ok,0.3615,343,46,0,8,343,2.0,27.4,70.3,13,1,20,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:10|Put:3,20.0
experiment,experiment2,15,random,good,4,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,chop_tomato,chop,tomato,3,45,0,1,0,58.6,13.7,13.7,0.0,ok,0.2491,586,70,4,9,586,65.9,15.4,18.6,19,3,78,Assemble:2|Chop:3|Deliver:3|Mix:1|Pickup:39|Put:30,34.9
experiment,experiment2,16,follow_plan,good,2,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,25.7,13.7,13.7,0.0,ok,1.0,257,36,0,6,257,13.2,25.7,60.7,0,0,68,Assemble:3|Chop:2|Deliver:3|Mix:1|Pickup:34|Put:25,11.7
experiment,experiment2,16,greedy,good,0,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,37.8,13.7,13.7,0.0,ok,0.2354,378,40,0,9,378,0.5,26.5,72.8,18,1,30,Assemble:3|Chop:3|Deliver:3|Mix:1|Pickup:15|Put:5,18.4
experiment,experiment2,16,greedy,random,4,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,chop_lettuce,chop,lettuce,3,45,0,1,0,37.8,13.7,13.7,0.0,ok,0.2354,378,40,0,9,378,0.5,26.5,72.8,18,1,30,Assemble:3|Chop:3|Deliver:3|Mix:1|Pickup:15|Put:5,17.2
experiment,experiment2,16,random,random,2,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,chop_lettuce,chop,lettuce,3,45,0,1,0,57.5,13.7,13.7,0.0,ok,0.1565,575,68,5,9,575,69.6,14.6,15.7,22,3,28,Assemble:2|Chop:3|Deliver:3|Mix:1|Pickup:14|Put:5,22.8
experiment,experiment2,17,follow_plan,random,0,ok,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,serve_from_counter_onion_tomatosoup,serve_from_counter,onion-tomato soup,0,0,3,0,1,100.0,13.9,15.8,1.9,ok,1.0,1000,14,0,3,1000,0.8,0.8,98.3,0,0,0,,34.0
experiment,experiment2,17,greedy,bad,4,ok,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,chop_banana,chop,banana,3,45,0,1,0,38.0,13.9,13.9,0.0,ok,0.2395,380,43,0,9,380,0.5,26.3,72.9,18,1,32,Assemble:3|Chop:3|Deliver:3|Mix:1|Pickup:16|Put:6,11.5
experiment,experiment2,17,random,bad,2,ok,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,chop_banana,chop,banana,3,45,0,1,0,48.2,13.9,13.9,0.0,ok,0.1805,482,56,4,9,482,59.1,17.4,23.2,20,2,30,Assemble:3|Chop:3|Deliver:3|Mix:1|Pickup:15|Put:5,13.9
experiment,experiment2,0,follow_plan,good,4,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,chop_tomato,chop,tomato,3,45,0,1,0,21.9,16.2,16.2,0.0,ok,1.0,219,38,0,8,219,12.3,25.6,61.6,0,0,100,Assemble:1|Chop:1|Deliver:3|Mix:1|Pickup:50|Put:44,13.4
experiment,experiment2,0,greedy,good,2,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,chop_tomato,chop,tomato,3,45,0,1,0,29.9,16.2,16.2,0.0,ok,0.1806,299,38,0,11,299,0.7,24.1,74.9,12,0,24,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:12|Put:5,18.8
experiment,experiment2,0,random,good,0,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,chop_tomato,chop,tomato,3,45,0,1,0,48.0,16.2,16.2,0.0,ok,0.1313,480,67,5,8,480,73.8,15.0,11.0,19,2,30,Assemble:2|Chop:2|Deliver:3|Mix:1|Pickup:15|Put:7,31.5
experiment,experiment2,0,random,random,4,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,chop_lettuce,chop,lettuce,3,45,0,1,0,48.0,16.2,16.2,0.0,ok,0.1313,480,67,5,8,480,73.8,15.0,11.0,19,2,30,Assemble:2|Chop:2|Deliver:3|Mix:1|Pickup:15|Put:7,31.8
experiment,experiment2,1,follow_plan,random,2,ok,OnionLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,21.9,16.2,16.2,0.0,ok,1.0,219,38,0,8,219,11.9,25.6,62.1,0,0,100,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:50|Put:43,13.1
experiment,experiment2,1,greedy,random,0,ok,OnionLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,29.9,16.2,16.2,0.0,ok,0.1739,299,38,0,11,299,0.7,24.1,74.9,12,0,22,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:11|Put:4,18.5
experiment,experiment2,1,random,bad,4,ok,OnionLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,chop_orange,chop,orange,3,45,0,1,0,28.1,16.2,16.2,0.0,ok,0.2206,281,44,3,8,281,34.5,29.2,35.9,17,0,24,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:12|Put:5,19.8
experiment,experiment2,2,follow_plan,bad,2,ok,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,chop_banana,chop,banana,3,45,0,1,0,26.9,16.4,16.4,0.0,ok,1.0,269,36,0,7,269,27.5,23.0,49.1,0,0,58,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:29|Put:21,14.5
experiment,experiment2,2,greedy,bad,0,ok,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,chop_banana,chop,banana,3,45,0,1,0,27.1,16.4,16.6,0.2,ok,0.2731,271,38,0,9,271,2.6,28.8,68.3,12,0,20,Assemble:1|Chop:1|Deliver:3|Mix:1|Pickup:10|Put:4,20.1
experiment,experiment2,2,random,good,4,ok,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,21.9,16.4,16.4,0.0,ok,0.726,219,39,0,8,219,1.4,25.6,72.6,10,0,102,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:51|Put:44,18.2
experiment,experiment2,3,follow_plan,good,2,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleBananaJuice,chop_lettuce,chop,lettuce,0,0,3,0,1,100.0,16.0,16.0,0.0,ok,1.0,1000,118,0,5,1000,97.0,1.8,1.1,0,0,4,Chop:1|Pickup:2|Put:1,63.3
experiment,experiment2,3,greedy,good,0,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleBananaJuice,chop_lettuce,chop,lettuce,3,45,0,1,0,32.8,16.0,16.0,0.0,ok,0.1799,328,46,0,10,328,2.1,20.7,76.8,12,1,19,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:10|Put:2,23.3
experiment,experiment2,3,greedy,random,4,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleBananaJuice,serve_juice_apple_bananajuice,serve_juice,apple-banana juice,3,45,0,1,0,26.7,16.0,16.0,0.0,ok,0.2622,267,41,0,9,267,2.6,29.2,67.8,12,0,16,Assemble:1|Chop:1|Deliver:3|Mix:1|Pickup:8|Put:2,19.6
experiment,experiment2,3,random,random,2,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleBananaJuice,serve_juice_apple_bananajuice,serve_juice,apple-banana juice,3,45,0,1,0,40.3,16.0,16.0,0.0,ok,0.1414,403,55,3,9,403,69.2,19.4,11.2,17,1,22,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:11|Put:4,26.2
experiment,experiment2,4,follow_plan,random,0,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,mix_apple_orangejuice,mix,apple-orange juice,3,45,0,1,0,31.9,16.0,16.0,0.0,ok,1.0,319,37,0,8,319,31.7,17.6,50.8,0,0,42,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:21|Put:13,16.6
experiment,experiment2,4,greedy,bad,4,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,chop_apple,chop,apple,3,45,0,1,0,26.7,16.0,16.0,0.0,ok,0.2622,267,41,0,9,267,2.6,29.2,67.8,12,0,16,Assemble:1|Chop:1|Deliver:3|Mix:1|Pickup:8|Put:2,19.3
experiment,experiment2,4,random,bad,2,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,chop_apple,chop,apple,3,45,0,1,0,26.7,16.0,16.0,0.0,ok,0.2697,267,39,1,9,267,10.9,32.2,56.6,12,0,16,Assemble:1|Chop:1|Deliver:3|Mix:1|Pickup:8|Put:2,19.5
experiment,experiment2,5,follow_plan,bad,0,ok,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,chop_orange,chop,orange,3,45,0,1,0,26.9,16.2,16.2,0.0,ok,1.0,269,37,0,7,269,27.5,23.0,49.1,0,0,56,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:28|Put:20,14.7
experiment,experiment2,5,greedy,good,4,ok,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,26.9,16.2,16.2,0.0,ok,0.2677,269,40,0,9,269,2.6,29.0,68.0,12,0,18,Assemble:1|Chop:1|Deliver:3|Mix:1|Pickup:9|Put:3,19.7
experiment,experiment2,5,random,good,2,ok,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,chop_tomato,chop,tomato,0,0,3,0,1,100.0,16.2,16.2,0.0,ok,0.051,1000,122,2,6,1000,0.0,4.8,95.1,7,0,936,Assemble:1|Chop:2|Mix:1|Pickup:468|Put:464,107.3
experiment,experiment2,6,follow_plan,good,0,ok,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,chop_onion,chop,onion,3,45,0,1,0,30.5,16.2,16.2,0.0,ok,1.0,305,41,0,16,305,26.2,16.7,56.7,0,0,90,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:45|Put:37,14.9
experiment,experiment2,6,follow_plan,random,4,ok,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,chop_apple,chop,apple,3,45,0,1,0,28.3,16.2,16.2,0.0,ok,1.0,283,43,0,6,283,26.1,17.3,56.2,0,0,78,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:39|Put:31,14.0
experiment,experiment2,6,greedy,random,2,ok,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,chop_apple,chop,apple,3,45,0,1,0,47.4,16.2,16.2,0.0,ok,0.1076,474,57,0,9,474,0.4,17.3,82.1,14,3,20,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:10|Put:3,29.8
experiment,experiment2,6,random,random,0,ok,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,chop_apple,chop,apple,3,45,0,1,0,46.5,16.2,16.4,0.2,ok,0.1978,465,61,3,8,465,60.0,15.1,24.7,17,2,60,Assemble:2|Chop:2|Deliver:3|Mix:1|Pickup:30|Put:22,26.5
experiment,experiment2,7,follow_plan,bad,4,ok,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,chop_apple,chop,apple,3,45,0,1,0,28.3,16.2,16.2,0.0,ok,1.0,283,43,0,6,283,26.1,17.3,56.2,0,0,78,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:39|Put:31,13.8
experiment,experiment2,7,greedy,bad,2,ok,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,chop_apple,chop,apple,3,45,0,1,0,47.4,16.2,16.2,0.0,ok,0.1076,474,57,0,9,474,0.4,17.3,82.1,14,3,20,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:10|Put:3,27.9
experiment,experiment2,7,random,bad,0,ok,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,chop_apple,chop,apple,3,45,0,1,0,36.3,16.2,16.4,0.2,ok,0.2727,363,47,3,8,363,37.2,19.3,43.3,16,1,58,Assemble:2|Chop:2|Deliver:3|Mix:1|Pickup:29|Put:21,22.8
experiment,experiment2,8,follow_plan,good,4,ok,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,chop_onion,chop,onion,3,45,0,1,0,28.5,16.4,16.4,0.0,ok,1.0,285,42,0,6,285,26.7,17.2,55.8,0,0,78,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:39|Put:31,14.8
experiment,experiment2,8,greedy,good,2,ok,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,chop_onion,chop,onion,3,45,0,1,0,47.7,16.4,16.4,0.0,ok,0.1195,477,56,0,11,477,0.4,18.4,80.9,14,2,26,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:13|Put:6,32.4
experiment,experiment2,8,random,good,0,ok,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,chop_onion,chop,onion,3,45,0,1,0,30.7,16.4,16.4,0.0,ok,0.5505,307,43,2,16,307,37.1,16.9,45.6,11,1,38,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:19|Put:12,18.7
experiment,experiment2,8,random,random,4,ok,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,chop_onion,chop,onion,3,45,0,1,0,28.5,16.4,16.4,0.0,ok,0.5018,285,43,2,6,285,40.0,17.5,42.1,11,1,16,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:8|Put:1,16.0
experiment,experiment2,9,follow_plan,random,2,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,cook_lettuce_tomatosoup,cook,lettuce-tomato soup,3,45,0,1,0,26.7,13.7,13.7,0.0,ok,1.0,267,34,0,6,267,25.1,29.2,45.3,0,0,24,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:12|Put:5,12.4
experiment,experiment2,9,greedy,random,0,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,cook_lettuce_tomatosoup,cook,lettuce-tomato soup,3,45,0,1,0,26.7,13.7,13.7,0.0,ok,0.4569,267,39,0,8,267,2.6,34.5,62.5,13,0,24,Assemble:2|Chop:2|Deliver:3|Mix:1|Pickup:12|Put:4,16.9
experiment,experiment2,9,random,bad,4,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,chop_banana,chop,banana,3,45,0,1,0,35.7,13.7,13.7,0.0,ok,0.5126,357,47,1,7,357,1.7,28.0,70.0,15,1,28,Assemble:3|Chop:2|Deliver:3|Mix:1|Pickup:14|Put:5,23.2
experiment,experiment2,10,follow_plan,bad,2,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,chop_apple,chop,apple,3,45,0,1,0,26.7,13.7,13.7,0.0,ok,1.0,267,34,0,6,267,25.1,29.2,45.3,0,0,24,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:12|Put:5,12.3
experiment,experiment2,10,greedy,bad,0,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,chop_apple,chop,apple,3,45,0,1,0,26.7,13.7,13.7,0.0,ok,0.4569,267,39,0,8,267,2.6,34.5,62.5,13,0,24,Assemble:2|Chop:2|Deliver:3|Mix:1|Pickup:12|Put:4,17.3
experiment,experiment2,10,random,good,4,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,26.7,13.7,13.7,0.0,ok,0.5918,267,37,2,7,267,0.0,37.5,62.2,16,0,36,Assemble:3|Chop:3|Deliver:3|Mix:1|Pickup:18|Put:8,17.1
experiment,experiment2,11,follow_plan,good,2,ok,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,chop_lettuce,chop,lettuce,3,45,0,1,0,26.9,13.9,14.3,0.4,ok,1.0,269,33,0,6,269,24.9,28.3,46.5,0,0,28,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:14|Put:7,12.8
experiment,experiment2,11,greedy,good,0,ok,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,chop_lettuce,chop,lettuce,0,0,3,0,1,100.0,13.9,14.9,1.0,ok,1.0,1000,136,0,7,1000,0.0,2.9,97.0,4,0,7,Chop:2|Pickup:4|Put:1,58.5
experiment,experiment2,11,greedy,random,4,ok,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,mix_orange_bananajuice,mix,orange-banana juice,3,45,0,1,0,26.9,13.9,13.9,0.0,ok,0.4015,269,38,0,8,269,2.6,34.2,62.8,15,0,18,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:9|Put:2,17.0
