map,preset,seed,quality,skip_budget,status,orders,num_tasks,num_candidates,target,target_verb,target_obj,target_serves_soup,natural_rank,natural_rank_agent,excess,makespan_baseline_s,makespan_constrained_s,loss_s,constrained_rank,inserted_count,inserted_total_s,inserted_durations_s,baseline_status,constrained_status,baseline_solve_s,constrained_solve_s
experiment,experiment2,23,good,2,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_lettuce,chop,lettuce,1,1,0,0,23.1,23.1,0.0,1,1,2.0,2.0,OPTIMAL,OPTIMAL,0.0071,0.0091
experiment,experiment2,23,good,4,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_lettuce,chop,lettuce,1,1,0,0,23.1,23.1,0.0,1,1,2.0,2.0,OPTIMAL,OPTIMAL,0.0073,0.0086
experiment,experiment2,23,bad,0,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_apple,chop,apple,0,4,0,4,23.1,27.1,4.0,0,0,0,,OPTIMAL,OPTIMAL,0.0085,0.0075
experiment,experiment2,23,bad,2,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_apple,chop,apple,0,4,0,2,23.1,25.9,2.8,2,2,4.1,2.0|2.1,OPTIMAL,OPTIMAL,0.008,0.0105
experiment,experiment2,23,bad,4,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_apple,chop,apple,0,4,0,0,23.1,23.1,0.0,4,4,6.2,2.0|2.1|0.4|1.7,OPTIMAL,OPTIMAL,0.0073,0.01
experiment,experiment2,23,random,0,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,handover_lettuce_tomatosoup,handover,lettuce-tomato soup,1,6,0,6,23.1,35.5,12.4,3,3,4.5,2.0|2.1|0.4,OPTIMAL,OPTIMAL,0.0067,0.0053
experiment,experiment2,23,random,2,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,handover_lettuce_tomatosoup,handover,lettuce-tomato soup,1,6,0,4,23.1,27.1,4.0,5,5,9.8,2.0|2.1|0.4|2.7|2.6,OPTIMAL,OPTIMAL,0.0068,0.0077
experiment,experiment2,23,random,4,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,handover_lettuce_tomatosoup,handover,lettuce-tomato soup,1,6,0,2,23.1,23.1,0.0,6,6,11.5,2.0|2.1|0.4|1.7|2.6|2.7,OPTIMAL,OPTIMAL,0.0069,0.0089
experiment,experiment2,24,good,0,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_onion,chop,onion,1,0,1,0,20.5,20.5,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0057,0.0067
experiment,experiment2,24,good,2,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_onion,chop,onion,1,0,1,0,20.5,20.5,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0057,0.0086
experiment,experiment2,24,good,4,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_onion,chop,onion,1,0,1,0,20.5,20.5,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.006,0.0082
experiment,experiment2,24,bad,0,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_banana,chop,banana,0,5,0,5,20.5,24.7,4.2,0,0,0,,OPTIMAL,OPTIMAL,0.0067,0.0065
experiment,experiment2,24,bad,2,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_banana,chop,banana,0,5,0,3,20.5,20.5,0.0,2,2,2.5,2.1|0.4,OPTIMAL,OPTIMAL,0.0074,0.0109
experiment,experiment2,24,bad,4,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_banana,chop,banana,0,5,0,1,20.5,20.5,0.0,3,3,5.1,2.1|0.4|2.6,OPTIMAL,OPTIMAL,0.0064,0.0085
experiment,experiment2,24,random,0,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_banana,chop,banana,0,5,0,5,20.5,24.7,4.2,0,0,0,,OPTIMAL,OPTIMAL,0.0057,0.0055
experiment,experiment2,24,random,2,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_banana,chop,banana,0,5,0,3,20.5,20.5,0.0,2,2,2.5,2.1|0.4,OPTIMAL,OPTIMAL,0.0058,0.0084
experiment,experiment2,24,random,4,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_banana,chop,banana,0,5,0,1,20.5,20.5,0.0,3,3,5.1,2.1|0.4|2.6,OPTIMAL,OPTIMAL,0.0057,0.0079
experiment,experiment2,25,good,0,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,12,11,chop_tomato,chop,tomato,1,0,0,0,23.1,23.1,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0067,0.0102
experiment,experiment2,25,good,2,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,12,11,chop_tomato,chop,tomato,1,0,0,0,23.1,23.1,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0067,0.0107
experiment,experiment2,25,good,4,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,12,11,chop_tomato,chop,tomato,1,0,0,0,23.1,23.1,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0079,0.0108
experiment,experiment2,25,bad,0,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,12,11,chop_banana,chop,banana,0,5,0,5,23.1,27.5,4.4,0,0,0,,OPTIMAL,OPTIMAL,0.0066,0.0056
experiment,experiment2,25,bad,2,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,12,11,chop_banana,chop,banana,0,5,0,3,23.1,26.3,3.2,2,2,4.1,2.0|2.1,OPTIMAL,OPTIMAL,0.0069,0.0088
experiment,experiment2,25,bad,4,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,12,11,chop_banana,chop,banana,0,5,0,1,23.1,23.1,0.0,4,4,6.2,2.0|2.1|0.4|1.7,OPTIMAL,OPTIMAL,0.0066,0.0091
experiment,experiment2,25,random,0,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,12,11,serve_salad_onion_tomatosalad,serve_salad,onion-tomato salad,0,1,1,1,23.1,23.1,0.0,1,1,1.7,1.7,OPTIMAL,OPTIMAL,0.0066,0.0073
experiment,experiment2,25,random,2,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,12,11,serve_salad_onion_tomatosalad,serve_salad,onion-tomato salad,0,1,1,0,23.1,23.1,0.0,1,1,1.7,1.7,OPTIMAL,OPTIMAL,0.0076,0.0106
experiment,experiment2,25,random,4,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,12,11,serve_salad_onion_tomatosalad,serve_salad,onion-tomato salad,0,1,1,0,23.1,23.1,0.0,1,1,1.7,1.7,OPTIMAL,OPTIMAL,0.0085,0.01
experiment,experiment2,26,good,0,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,12,11,chop_lettuce,chop,lettuce,1,0,0,0,20.5,20.5,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0059,0.0093
experiment,experiment2,26,good,2,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,12,11,chop_lettuce,chop,lettuce,1,0,0,0,20.5,20.5,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0072,0.0133
experiment,experiment2,26,good,4,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,12,11,chop_lettuce,chop,lettuce,1,0,0,0,20.5,20.5,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0068,0.0137
experiment,experiment2,26,bad,0,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,12,11,chop_orange,chop,orange,0,2,0,2,20.5,24.5,4.0,0,0,0,,OPTIMAL,OPTIMAL,0.0066,0.0063
experiment,experiment2,26,bad,2,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,12,11,chop_orange,chop,orange,0,2,0,0,20.5,20.5,0.0,2,2,2.5,2.1|0.4,OPTIMAL,OPTIMAL,0.0106,0.0096
experiment,experiment2,26,bad,4,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,12,11,chop_orange,chop,orange,0,2,0,0,20.5,20.5,0.0,2,2,2.5,2.1|0.4,OPTIMAL,OPTIMAL,0.0068,0.0089
experiment,experiment2,26,random,0,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,12,11,cook_lettuce_onionsoup,cook,lettuce-onion soup,1,1,0,1,20.5,20.5,0.0,1,1,2.1,2.1,OPTIMAL,OPTIMAL,0.0061,0.006
experiment,experiment2,26,random,2,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,12,11,cook_lettuce_onionsoup,cook,lettuce-onion soup,1,1,0,0,20.5,20.5,0.0,1,1,2.1,2.1,OPTIMAL,OPTIMAL,0.0067,0.0094
experiment,experiment2,26,random,4,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,12,11,cook_lettuce_onionsoup,cook,lettuce-onion soup,1,1,0,0,20.5,20.5,0.0,1,1,2.1,2.1,OPTIMAL,OPTIMAL,0.0067,0.0099
experiment,experiment2,27,good,0,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,12,11,chop_tomato,chop,tomato,1,0,0,0,20.3,20.3,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0065,0.0108
experiment,experiment2,27,good,2,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,12,11,chop_tomato,chop,tomato,1,0,0,0,20.3,20.3,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.008,0.017
experiment,experiment2,27,good,4,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,12,11,chop_tomato,chop,tomato,1,0,0,0,20.3,20.3,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0066,0.0131
experiment,experiment2,27,bad,0,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,12,11,chop_apple,chop,apple,0,4,0,4,20.3,24.3,4.0,0,0,0,,OPTIMAL,OPTIMAL,0.0061,0.0061
experiment,experiment2,27,bad,2,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,12,11,chop_apple,chop,apple,0,4,0,2,20.3,20.3,0.0,2,2,2.4,2.0|0.4,OPTIMAL,OPTIMAL,0.0064,0.0083
experiment,experiment2,27,bad,4,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,12,11,chop_apple,chop,apple,0,4,0,0,20.3,20.3,0.0,4,4,5.9,2.0|0.4|1.8|1.7,OPTIMAL,OPTIMAL,0.0062,0.0104
experiment,experiment2,27,random,0,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,12,11,mix_apple_orangejuice,mix,apple-orange juice,0,2,1,2,20.3,27.9,7.6,0,0,0,,OPTIMAL,OPTIMAL,0.0064,0.0068
experiment,experiment2,27,random,2,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,12,11,mix_apple_orangejuice,mix,apple-orange juice,0,2,1,0,20.3,20.3,0.0,2,2,3.8,2.0|1.8,OPTIMAL,OPTIMAL,0.0064,0.0089
experiment,experiment2,27,random,4,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,12,11,mix_apple_orangejuice,mix,apple-orange juice,0,2,1,0,20.3,20.3,0.0,2,2,3.8,2.0|1.8,OPTIMAL,OPTIMAL,0.0063,0.0083
experiment,experiment2,28,good,0,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_onion,chop,onion,1,0,1,0,20.5,20.5,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0071,0.0082
experiment,experiment2,28,good,2,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_onion,chop,onion,1,0,1,0,20.5,20.5,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0061,0.0088
experiment,experiment2,28,good,4,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_onion,chop,onion,1,0,1,0,20.5,20.5,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0067,0.0088
experiment,experiment2,28,bad,0,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_apple,chop,apple,0,4,0,4,20.5,24.3,3.8,0,0,0,,OPTIMAL,OPTIMAL,0.0062,0.0059
experiment,experiment2,28,bad,2,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_apple,chop,apple,0,4,0,2,20.5,20.5,0.0,2,2,2.5,2.1|0.4,OPTIMAL,OPTIMAL,0.0062,0.0085
experiment,experiment2,28,bad,4,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_apple,chop,apple,0,4,0,0,20.5,20.5,0.0,4,4,6.0,2.1|0.4|1.8|1.7,OPTIMAL,OPTIMAL,0.0062,0.0084
experiment,experiment2,28,random,0,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_banana,chop,banana,0,5,0,5,20.5,24.7,4.2,0,0,0,,OPTIMAL,OPTIMAL,0.0064,0.0059
experiment,experiment2,28,random,2,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_banana,chop,banana,0,5,0,3,20.5,20.5,0.0,2,2,2.5,2.1|0.4,OPTIMAL,OPTIMAL,0.0064,0.0093
experiment,experiment2,28,random,4,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_banana,chop,banana,0,5,0,1,20.5,20.5,0.0,3,3,5.1,2.1|0.4|2.6,OPTIMAL,OPTIMAL,0.0059,0.0084
experiment,experiment2,29,good,0,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_lettuce,chop,lettuce,1,1,0,1,23.1,23.3,0.2,0,0,0,,OPTIMAL,OPTIMAL,0.0073,0.0075
experiment,experiment2,29,good,2,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_lettuce,chop,lettuce,1,1,0,0,23.1,23.1,0.0,1,1,2.0,2.0,OPTIMAL,OPTIMAL,0.0068,0.0088
experiment,experiment2,29,good,4,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_lettuce,chop,lettuce,1,1,0,0,23.1,23.1,0.0,1,1,2.0,2.0,OPTIMAL,OPTIMAL,0.0067,0.0084
experiment,experiment2,29,bad,0,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_apple,chop,apple,0,4,0,4,23.1,27.1,4.0,0,0,0,,OPTIMAL,OPTIMAL,0.0073,0.006
experiment,experiment2,29,bad,2,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_apple,chop,apple,0,4,0,2,23.1,25.9,2.8,2,2,4.1,2.0|2.1,OPTIMAL,OPTIMAL,0.0069,0.0087
experiment,experiment2,29,bad,4,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_apple,chop,apple,0,4,0,0,23.1,23.1,0.0,4,4,6.2,2.0|2.1|0.4|1.7,OPTIMAL,OPTIMAL,0.0068,0.0091
experiment,experiment2,29,random,0,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,mix_apple_orangejuice,mix,apple-orange juice,0,2,1,2,23.1,23.1,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0067,0.0074
experiment,experiment2,29,random,2,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,mix_apple_orangejuice,mix,apple-orange juice,0,2,1,0,23.1,23.1,0.0,2,2,3.5,1.7|1.8,OPTIMAL,OPTIMAL,0.0068,0.0083
experiment,experiment2,29,random,4,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,mix_apple_orangejuice,mix,apple-orange juice,0,2,1,0,23.1,23.1,0.0,2,2,3.5,1.7|1.8,OPTIMAL,OPTIMAL,0.0068,0.0086
