map,preset,seed,quality,skip_budget,status,orders,num_tasks,num_candidates,target,target_verb,target_obj,target_serves_soup,natural_rank,natural_rank_agent,excess,makespan_baseline_s,makespan_constrained_s,loss_s,constrained_rank,inserted_count,inserted_total_s,inserted_durations_s,baseline_status,constrained_status,baseline_solve_s,constrained_solve_s
experiment,experiment2,11,good,4,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_lettuce,chop,lettuce,1,0,0,0,20.5,20.5,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0066,0.0138
experiment,experiment2,11,bad,0,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_banana,chop,banana,0,5,0,5,20.5,24.7,4.2,0,0,0,,OPTIMAL,OPTIMAL,0.0068,0.0066
experiment,experiment2,11,bad,2,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_banana,chop,banana,0,5,0,3,20.5,20.5,0.0,2,2,2.5,2.1|0.4,OPTIMAL,OPTIMAL,0.0067,0.01
experiment,experiment2,11,bad,4,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_banana,chop,banana,0,5,0,1,20.5,20.5,0.0,3,3,5.1,2.1|0.4|2.6,OPTIMAL,OPTIMAL,0.0099,0.0092
experiment,experiment2,11,random,0,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,12,11,cook_lettuce_onionsoup,cook,lettuce-onion soup,1,1,0,1,20.5,20.5,0.0,1,1,2.1,2.1,OPTIMAL,OPTIMAL,0.0064,0.0063
experiment,experiment2,11,random,2,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,12,11,cook_lettuce_onionsoup,cook,lettuce-onion soup,1,1,0,0,20.5,20.5,0.0,1,1,2.1,2.1,OPTIMAL,OPTIMAL,0.0067,0.009
experiment,experiment2,11,random,4,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,12,11,cook_lettuce_onionsoup,cook,lettuce-onion soup,1,1,0,0,20.5,20.5,0.0,1,1,2.1,2.1,OPTIMAL,OPTIMAL,0.0065,0.0101
experiment,experiment2,12,good,0,ok,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,12,11,chop_tomato,chop,tomato,1,0,0,0,20.3,20.3,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.01,0.0141
experiment,experiment2,12,good,2,ok,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,12,11,chop_tomato,chop,tomato,1,0,0,0,20.3,20.3,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0091,0.0144
experiment,experiment2,12,good,4,ok,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,12,11,chop_tomato,chop,tomato,1,0,0,0,20.3,20.3,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0075,0.0152
experiment,experiment2,12,bad,0,ok,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,12,11,chop_orange,chop,orange,0,2,0,2,20.3,24.5,4.2,0,0,0,,OPTIMAL,OPTIMAL,0.0088,0.008
experiment,experiment2,12,bad,2,ok,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,12,11,chop_orange,chop,orange,0,2,0,0,20.3,20.3,0.0,2,2,2.4,2.0|0.4,OPTIMAL,OPTIMAL,0.0068,0.009
experiment,experiment2,12,bad,4,ok,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,12,11,chop_orange,chop,orange,0,2,0,0,20.3,20.3,0.0,2,2,2.4,2.0|0.4,OPTIMAL,OPTIMAL,0.008,0.0097
experiment,experiment2,12,random,0,ok,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,12,11,handover_onion_tomatosoup,handover,onion-tomato soup,1,6,0,6,20.3,33.3,13.0,2,2,2.4,2.0|0.4,OPTIMAL,OPTIMAL,0.0068,0.0053
experiment,experiment2,12,random,2,ok,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,12,11,handover_onion_tomatosoup,handover,onion-tomato soup,1,6,0,4,20.3,26.5,6.2,4,4,7.9,2.0|0.4|2.8|2.7,OPTIMAL,OPTIMAL,0.0066,0.0089
experiment,experiment2,12,random,4,ok,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,12,11,handover_onion_tomatosoup,handover,onion-tomato soup,1,6,0,2,20.3,20.3,0.0,6,6,11.4,2.0|0.4|2.7|2.8|1.8|1.7,OPTIMAL,OPTIMAL,0.0072,0.0112
experiment,experiment2,13,good,0,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,12,11,chop_tomato,chop,tomato,1,0,0,0,20.3,20.3,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0063,0.0061
experiment,experiment2,13,good,2,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,12,11,chop_tomato,chop,tomato,1,0,0,0,20.3,20.3,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0056,0.0088
experiment,experiment2,13,good,4,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,12,11,chop_tomato,chop,tomato,1,0,0,0,20.3,20.3,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0058,0.0082
experiment,experiment2,13,bad,0,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,12,11,chop_apple,chop,apple,0,3,0,3,20.3,24.3,4.0,0,0,0,,OPTIMAL,OPTIMAL,0.0059,0.0057
experiment,experiment2,13,bad,2,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,12,11,chop_apple,chop,apple,0,3,0,1,20.3,20.3,0.0,2,2,2.4,2.0|0.4,OPTIMAL,OPTIMAL,0.0057,0.008
experiment,experiment2,13,bad,4,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,12,11,chop_apple,chop,apple,0,3,0,0,20.3,20.3,0.0,3,3,4.2,2.0|0.4|1.8,OPTIMAL,OPTIMAL,0.006,0.0085
experiment,experiment2,13,random,0,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,12,11,serve_juice_apple_bananajuice,serve_juice,apple-banana juice,0,4,1,4,20.3,30.1,9.8,1,1,1.8,1.8,OPTIMAL,OPTIMAL,0.006,0.0055
experiment,experiment2,13,random,2,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,12,11,serve_juice_apple_bananajuice,serve_juice,apple-banana juice,0,4,1,2,20.3,20.3,0.0,3,3,5.5,2.0|1.7|1.8,OPTIMAL,OPTIMAL,0.0058,0.0081
experiment,experiment2,13,random,4,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,12,11,serve_juice_apple_bananajuice,serve_juice,apple-banana juice,0,4,1,0,20.3,20.3,0.0,4,4,7.3,2.0|1.7|1.8|1.8,OPTIMAL,OPTIMAL,0.0058,0.0084
experiment,experiment2,14,good,0,ok,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_onion,chop,onion,1,0,1,0,20.5,20.5,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0064,0.0088
experiment,experiment2,14,good,2,ok,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_onion,chop,onion,1,0,1,0,20.5,20.5,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0068,0.0107
experiment,experiment2,14,good,4,ok,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_onion,chop,onion,1,0,1,0,20.5,20.5,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0062,0.0097
experiment,experiment2,14,bad,0,ok,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_banana,chop,banana,0,4,0,4,20.5,24.7,4.2,0,0,0,,OPTIMAL,OPTIMAL,0.0069,0.0059
experiment,experiment2,14,bad,2,ok,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_banana,chop,banana,0,4,0,2,20.5,20.5,0.0,2,2,2.5,2.1|0.4,OPTIMAL,OPTIMAL,0.0073,0.0094
experiment,experiment2,14,bad,4,ok,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_banana,chop,banana,0,4,0,0,20.5,20.5,0.0,4,4,6.8,2.1|0.4|1.7|2.6,OPTIMAL,OPTIMAL,0.0063,0.0088
experiment,experiment2,14,random,0,ok,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_lettuce,chop,lettuce,1,0,0,0,20.5,20.5,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0062,0.006
experiment,experiment2,14,random,2,ok,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_lettuce,chop,lettuce,1,0,0,0,20.5,20.5,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0062,0.0084
experiment,experiment2,14,random,4,ok,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,12,11,chop_lettuce,chop,lettuce,1,0,0,0,20.5,20.5,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0067,0.0084
experiment,experiment2,15,good,0,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,12,11,chop_tomato,chop,tomato,1,0,0,0,20.3,20.3,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0063,0.0065
experiment,experiment2,15,good,2,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,12,11,chop_tomato,chop,tomato,1,0,0,0,20.3,20.3,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0063,0.0079
experiment,experiment2,15,good,4,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,12,11,chop_tomato,chop,tomato,1,0,0,0,20.3,20.3,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0057,0.0076
experiment,experiment2,15,bad,0,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,12,11,chop_apple,chop,apple,0,3,0,3,20.3,24.3,4.0,0,0,0,,OPTIMAL,OPTIMAL,0.0057,0.0056
experiment,experiment2,15,bad,2,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,12,11,chop_apple,chop,apple,0,3,0,1,20.3,20.3,0.0,2,2,2.4,2.0|0.4,OPTIMAL,OPTIMAL,0.0065,0.0116
experiment,experiment2,15,bad,4,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,12,11,chop_apple,chop,apple,0,3,0,0,20.3,20.3,0.0,3,3,4.2,2.0|0.4|1.8,OPTIMAL,OPTIMAL,0.0059,0.0085
experiment,experiment2,15,random,0,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,12,11,chop_onion,chop,onion,1,0,1,0,20.3,20.3,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0057,0.0097
experiment,experiment2,15,random,2,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,12,11,chop_onion,chop,onion,1,0,1,0,20.3,20.3,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0058,0.0129
experiment,experiment2,15,random,4,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,12,11,chop_onion,chop,onion,1,0,1,0,20.3,20.3,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0059,0.0122
experiment,experiment2,16,good,0,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_tomato,chop,tomato,1,0,0,0,23.1,23.1,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0068,0.011
experiment,experiment2,16,good,2,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_tomato,chop,tomato,1,0,0,0,23.1,23.1,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0075,0.0129
experiment,experiment2,16,good,4,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_tomato,chop,tomato,1,0,0,0,23.1,23.1,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.007,0.0109
experiment,experiment2,16,bad,0,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_apple,chop,apple,0,4,0,4,23.1,27.1,4.0,0,0,0,,OPTIMAL,OPTIMAL,0.0072,0.0058
experiment,experiment2,16,bad,2,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_apple,chop,apple,0,4,0,2,23.1,25.9,2.8,2,2,4.1,2.0|2.1,OPTIMAL,OPTIMAL,0.008,0.0107
experiment,experiment2,16,bad,4,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_apple,chop,apple,0,4,0,0,23.1,23.1,0.0,4,4,6.2,2.0|2.1|0.4|1.7,OPTIMAL,OPTIMAL,0.0078,0.01
experiment,experiment2,16,random,0,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_lettuce,chop,lettuce,1,1,0,1,23.1,23.3,0.2,0,0,0,,OPTIMAL,OPTIMAL,0.0069,0.0066
experiment,experiment2,16,random,2,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_lettuce,chop,lettuce,1,1,0,0,23.1,23.1,0.0,1,1,2.0,2.0,OPTIMAL,OPTIMAL,0.0071,0.0088
experiment,experiment2,16,random,4,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_lettuce,chop,lettuce,1,1,0,0,23.1,23.1,0.0,1,1,2.0,2.0,OPTIMAL,OPTIMAL,0.0067,0.0082
experiment,experiment2,17,good,0,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,12,11,chop_tomato,chop,tomato,1,0,0,0,20.3,20.3,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0061,0.0095
experiment,experiment2,17,good,2,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,12,11,chop_tomato,chop,tomato,1,0,0,0,20.3,20.3,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0071,0.0147
experiment,experiment2,17,good,4,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,12,11,chop_tomato,chop,tomato,1,0,0,0,20.3,20.3,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0067,0.0135
experiment,experiment2,17,bad,0,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,12,11,chop_apple,chop,apple,0,4,0,4,20.3,24.3,4.0,0,0,0,,OPTIMAL,OPTIMAL,0.0064,0.0063
experiment,experiment2,17,bad,2,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,12,11,chop_apple,chop,apple,0,4,0,2,20.3,20.3,0.0,2,2,2.4,2.0|0.4,OPTIMAL,OPTIMAL,0.0067,0.0088
experiment,experiment2,17,bad,4,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,12,11,chop_apple,chop,apple,0,4,0,0,20.3,20.3,0.0,4,4,5.9,2.0|0.4|1.8|1.7,OPTIMAL,OPTIMAL,0.0061,0.0082
experiment,experiment2,17,random,0,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,12,11,serve_from_counter_onion_tomatosoup,serve_from_counter,onion-tomato soup,1,4,1,4,20.3,26.9,6.6,1,1,2.0,2.0,OPTIMAL,OPTIMAL,0.0058,0.007
experiment,experiment2,17,random,2,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,12,11,serve_from_counter_onion_tomatosoup,serve_from_counter,onion-tomato soup,1,4,1,2,20.3,22.1,1.8,3,3,5.6,2.0|1.8|1.8,OPTIMAL,OPTIMAL,0.0063,0.0087
experiment,experiment2,17,random,4,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,12,11,serve_from_counter_onion_tomatosoup,serve_from_counter,onion-tomato soup,1,4,1,0,20.3,20.3,0.0,4,4,6.9,2.0|1.8|1.8|1.3,OPTIMAL,OPTIMAL,0.0061,0.0083
experiment,experiment2,18,good,0,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,12,11,chop_onion,chop,onion,1,0,1,0,20.3,20.3,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0058,0.0062
experiment,experiment2,18,good,2,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,12,11,chop_onion,chop,onion,1,0,1,0,20.3,20.3,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0058,0.0083
experiment,experiment2,18,good,4,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,12,11,chop_onion,chop,onion,1,0,1,0,20.3,20.3,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0067,0.0085
experiment,experiment2,18,bad,0,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,12,11,chop_apple,chop,apple,0,4,0,4,20.3,24.3,4.0,0,0,0,,OPTIMAL,OPTIMAL,0.0061,0.006
experiment,experiment2,18,bad,2,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,12,11,chop_apple,chop,apple,0,4,0,2,20.3,20.3,0.0,2,2,2.4,2.0|0.4,OPTIMAL,OPTIMAL,0.0058,0.008
experiment,experiment2,18,bad,4,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,12,11,chop_apple,chop,apple,0,4,0,0,20.3,20.3,0.0,4,4,5.9,2.0|0.4|1.8|1.7,OPTIMAL,OPTIMAL,0.0058,0.0081
experiment,experiment2,18,random,0,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,12,11,serve_salad_lettuce_tomatosalad,serve_salad,lettuce-tomato salad,0,1,1,1,20.3,26.3,6.0,0,0,0,,OPTIMAL,OPTIMAL,0.0058,0.0065
experiment,experiment2,18,random,2,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,12,11,serve_salad_lettuce_tomatosalad,serve_salad,lettuce-tomato salad,0,1,1,0,20.3,20.3,0.0,1,1,2.0,2.0,OPTIMAL,OPTIMAL,0.0064,0.0108
experiment,experiment2,18,random,4,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,12,11,serve_salad_lettuce_tomatosalad,serve_salad,lettuce-tomato salad,0,1,1,0,20.3,20.3,0.0,1,1,2.0,2.0,OPTIMAL,OPTIMAL,0.0058,0.0116
experiment,experiment2,19,good,0,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_lettuce,chop,lettuce,1,1,0,1,23.1,23.3,0.2,0,0,0,,OPTIMAL,OPTIMAL,0.007,0.0113
experiment,experiment2,19,good,2,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_lettuce,chop,lettuce,1,1,0,0,23.1,23.1,0.0,1,1,2.0,2.0,OPTIMAL,OPTIMAL,0.0072,0.0105
experiment,experiment2,19,good,4,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_lettuce,chop,lettuce,1,1,0,0,23.1,23.1,0.0,1,1,2.0,2.0,OPTIMAL,OPTIMAL,0.0097,0.012
experiment,experiment2,19,bad,0,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_orange,chop,orange,0,5,0,5,23.1,27.3,4.2,0,0,0,,OPTIMAL,OPTIMAL,0.0069,0.0071
experiment,experiment2,19,bad,2,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_orange,chop,orange,0,5,0,3,23.1,26.1,3.0,2,2,4.1,2.0|2.1,OPTIMAL,OPTIMAL,0.0069,0.0104
experiment,experiment2,19,bad,4,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_orange,chop,orange,0,5,0,1,23.1,23.1,0.0,4,4,6.3,2.0|2.1|0.4|1.8,OPTIMAL,OPTIMAL,0.0083,0.0093
experiment,experiment2,19,random,0,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_tomato,chop,tomato,1,0,0,0,23.1,23.1,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.007,0.0064
experiment,experiment2,19,random,2,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_tomato,chop,tomato,1,0,0,0,23.1,23.1,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0074,0.0091
experiment,experiment2,19,random,4,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_tomato,chop,tomato,1,0,0,0,23.1,23.1,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0068,0.0089
experiment,experiment2,20,good,0,ok,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,12,11,chop_onion,chop,onion,1,0,1,0,20.3,20.3,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0065,0.0102
experiment,experiment2,20,good,2,ok,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,12,11,chop_onion,chop,onion,1,0,1,0,20.3,20.3,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0058,0.0118
experiment,experiment2,20,good,4,ok,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,12,11,chop_onion,chop,onion,1,0,1,0,20.3,20.3,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0062,0.0126
experiment,experiment2,20,bad,0,ok,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,12,11,chop_banana,chop,banana,0,4,0,4,20.3,24.7,4.4,0,0,0,,OPTIMAL,OPTIMAL,0.0057,0.0056
experiment,experiment2,20,bad,2,ok,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,12,11,chop_banana,chop,banana,0,4,0,2,20.3,20.3,0.0,2,2,2.4,2.0|0.4,OPTIMAL,OPTIMAL,0.0058,0.0088
experiment,experiment2,20,bad,4,ok,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,12,11,chop_banana,chop,banana,0,4,0,0,20.3,20.3,0.0,4,4,6.9,2.0|0.4|1.8|2.7,OPTIMAL,OPTIMAL,0.0059,0.0085
experiment,experiment2,20,random,0,ok,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,12,11,chop_banana,chop,banana,0,4,0,4,20.3,24.7,4.4,0,0,0,,OPTIMAL,OPTIMAL,0.0063,0.0064
experiment,experiment2,20,random,2,ok,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,12,11,chop_banana,chop,banana,0,4,0,2,20.3,20.3,0.0,2,2,2.4,2.0|0.4,OPTIMAL,OPTIMAL,0.0059,0.0085
experiment,experiment2,20,random,4,ok,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,12,11,chop_banana,chop,banana,0,4,0,0,20.3,20.3,0.0,4,4,6.9,2.0|0.4|1.8|2.7,OPTIMAL,OPTIMAL,0.0056,0.0089
experiment,experiment2,21,good,0,ok,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,12,11,chop_lettuce,chop,lettuce,1,1,0,1,23.1,23.3,0.2,0,0,0,,OPTIMAL,OPTIMAL,0.0062,0.0101
experiment,experiment2,21,good,2,ok,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,12,11,chop_lettuce,chop,lettuce,1,1,0,0,23.1,23.1,0.0,1,1,2.0,2.0,OPTIMAL,OPTIMAL,0.0063,0.0096
experiment,experiment2,21,good,4,ok,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,12,11,chop_lettuce,chop,lettuce,1,1,0,0,23.1,23.1,0.0,1,1,2.0,2.0,OPTIMAL,OPTIMAL,0.0066,0.0094
experiment,experiment2,21,bad,0,ok,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,12,11,chop_orange,chop,orange,0,4,0,4,23.1,27.3,4.2,0,0,0,,OPTIMAL,OPTIMAL,0.0064,0.0058
experiment,experiment2,21,bad,2,ok,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,12,11,chop_orange,chop,orange,0,4,0,2,23.1,26.1,3.0,2,2,4.1,2.0|2.1,OPTIMAL,OPTIMAL,0.0065,0.0093
experiment,experiment2,21,bad,4,ok,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,12,11,chop_orange,chop,orange,0,4,0,0,23.1,23.1,0.0,4,4,6.3,2.0|2.1|0.4|1.8,OPTIMAL,OPTIMAL,0.0065,0.0091
experiment,experiment2,21,random,0,ok,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,12,11,chop_onion,chop,onion,0,0,1,0,23.1,23.1,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0068,0.0073
experiment,experiment2,21,random,2,ok,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,12,11,chop_onion,chop,onion,0,0,1,0,23.1,23.1,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.008,0.0104
experiment,experiment2,21,random,4,ok,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,12,11,chop_onion,chop,onion,0,0,1,0,23.1,23.1,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0063,0.0086
experiment,experiment2,22,good,0,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,12,11,chop_onion,chop,onion,1,0,1,0,20.5,20.5,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0061,0.0064
experiment,experiment2,22,good,2,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,12,11,chop_onion,chop,onion,1,0,1,0,20.5,20.5,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0059,0.0089
experiment,experiment2,22,good,4,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,12,11,chop_onion,chop,onion,1,0,1,0,20.5,20.5,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0063,0.0088
experiment,experiment2,22,bad,0,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,12,11,chop_orange,chop,orange,0,2,0,2,20.5,24.5,4.0,0,0,0,,OPTIMAL,OPTIMAL,0.0067,0.0058
experiment,experiment2,22,bad,2,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,12,11,chop_orange,chop,orange,0,2,0,0,20.5,20.5,0.0,2,2,2.5,2.1|0.4,OPTIMAL,OPTIMAL,0.0067,0.0087
experiment,experiment2,22,bad,4,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,12,11,chop_orange,chop,orange,0,2,0,0,20.5,20.5,0.0,2,2,2.5,2.1|0.4,OPTIMAL,OPTIMAL,0.0059,0.0085
experiment,experiment2,22,random,0,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,12,11,serve_from_counter_lettuce_onionsoup,serve_from_counter,lettuce-onion soup,1,4,1,4,20.5,27.1,6.6,1,1,2.0,2.0,OPTIMAL,OPTIMAL,0.0079,0.0093
experiment,experiment2,22,random,2,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,12,11,serve_from_counter_lettuce_onionsoup,serve_from_counter,lettuce-onion soup,1,4,1,2,20.5,22.3,1.8,3,3,5.6,2.0|1.8|1.8,OPTIMAL,OPTIMAL,0.0059,0.0089
experiment,experiment2,22,random,4,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,12,11,serve_from_counter_lettuce_onionsoup,serve_from_counter,lettuce-onion soup,1,4,1,0,20.5,20.5,0.0,4,4,6.9,2.0|1.8|1.3|1.8,OPTIMAL,OPTIMAL,0.0062,0.0093
experiment,experiment2,23,good,0,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,12,11,chop_lettuce,chop,lettuce,1,1,0,1,23.1,23.3,0.2,0,0,0,,OPTIMAL,OPTIMAL,0.007,0.0071
