seed,orders,quality,skip_budget,human_model,status,target,target_verb,target_obj,wait_seconds,wait_censored,tasks_before,verbs_before,durations_before,tasks_before_paid,verbs_before_paid,ai_idle_seconds_while_waiting,ai_idle_pct_while_waiting,exec_rank,natural_rank,rank_gain,plan_owner,wait_any_seconds,wait_any_censored,done_by_other,served,completed,makespan_actual_s,human_idle_pct,wall_seconds
1,OnionLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,random,4,greedy,ok,carry_onion,carry,onion,0.7,0,1,carry,0.7,1,carry,0.0,0.0,2,2,0,AI,3.5,0,0,3,1,25.6,14.1,20.0
2,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,bad,0,greedy,ok,carry_orange,carry,orange,0.0,0,0,,,0,,0.0,0.0,1,4,3,AI,1.3,0,0,3,1,42.3,42.3,28.8
2,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,random,2,greedy,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,0.7,0,0,3,1,39.9,44.9,27.4
3,OnionLettuceSalad|TomatoLettuceSoup|AppleBananaJuice,good,4,greedy,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,3.3,0,0,3,1,48.1,5.2,38.9
3,OnionLettuceSalad|TomatoLettuceSoup|AppleBananaJuice,random,0,greedy,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,2.0,0,0,3,1,24.1,10.4,20.9
4,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,good,2,greedy,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,3.3,0,0,3,1,23.9,10.5,19.4
4,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,bad,4,greedy,ok,carry_apple,carry,apple,23.4,1,6,carry|carry|carry|carry|handover|handover,0.7|1.3|1.9|4.0|7.1|6.9,6,carry|carry|carry|carry|handover|handover,1.3,5.6,,4,,AI,1.7,0,1,3,1,23.4,6.0,20.2
5,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,good,0,greedy,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,2.0,0,0,3,1,24.3,10.3,19.7
5,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,bad,2,greedy,ok,carry_orange,carry,orange,2.3,0,2,carry|carry,0.7|1.6,2,carry|carry,0.3,12.5,3,4,1,AI,1.4,0,0,3,1,24.3,10.3,21.0
5,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,random,4,greedy,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,3.3,0,0,3,1,48.1,5.2,38.5
6,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,bad,0,greedy,ok,carry_apple,carry,apple,0.0,0,0,,,0,,0.0,0.0,1,4,3,AI,1.3,0,0,3,1,32.7,34.6,23.8
6,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,random,2,greedy,ok,carry_apple,carry,apple,2.5,0,2,carry|carry,0.9|1.6,2,carry|carry,0.1,3.8,3,4,1,AI,1.8,0,0,3,1,25.5,18.4,21.8
7,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,good,4,greedy,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,1.8,0,0,3,1,39.6,42.4,28.0
7,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,random,0,greedy,ok,carry_orange,carry,orange,0.0,0,0,,,0,,0.0,0.0,1,4,3,AI,1.3,0,0,3,1,40.2,41.8,27.6
8,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,good,2,greedy,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,1.8,0,0,3,1,38.8,43.3,28.0
8,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,bad,4,greedy,ok,carry_orange,carry,orange,3.6,0,3,carry|carry|carry,0.9|1.6|1.1,3,carry|carry|carry,0.1,2.7,4,4,0,AI,2.2,0,0,3,1,38.8,43.3,27.6
9,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,good,0,greedy,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,2,1,AI,1.0,0,0,3,1,34.1,33.1,25.1
9,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,bad,2,greedy,ok,carry_apple,carry,apple,2.3,0,2,carry|carry,0.9|1.4,2,carry|carry,0.1,4.2,3,3,0,AI,3.8,0,0,3,1,30.2,26.5,23.5
9,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,random,4,greedy,ok,carry_lettuce,carry,lettuce,0.9,0,1,carry,0.9,1,carry,0.0,0.0,2,2,0,AI,2.3,0,0,3,1,30.2,26.5,24.3
10,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,bad,0,greedy,ok,carry_apple,carry,apple,0.0,0,0,,,0,,0.0,0.0,1,5,4,AI,3.0,0,0,3,1,30.4,26.3,22.7
10,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,random,2,greedy,ok,carry_orange,carry,orange,2.6,0,2,carry|carry,0.9|1.7,2,carry|carry,0.1,3.7,3,3,0,AI,1.8,0,0,3,1,39.3,45.5,27.6
11,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,good,4,greedy,ok,carry_lettuce,carry,lettuce,0.9,0,1,carry,0.9,1,carry,0.0,0.0,2,2,0,AI,2.3,0,0,3,1,30.2,26.5,23.5
11,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,random,0,greedy,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,0.9,0,0,3,1,30.2,26.5,20.4
12,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,good,2,greedy,ok,carry_onion,carry,onion,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,3,0,AI,1.4,0,0,3,1,39.2,42.9,23.5
12,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,bad,4,greedy,ok,carry_apple,carry,apple,3.5,0,3,carry|carry|carry,0.7|1.3|1.5,3,carry|carry|carry,0.0,0.0,4,4,0,AI,4.7,0,0,3,1,39.2,42.9,23.3
13,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,good,0,greedy,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,3,2,AI,2.5,0,0,3,1,26.0,13.8,16.7
13,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,bad,2,greedy,ok,carry_apple,carry,apple,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,6,3,AI,1.4,0,0,3,1,30.3,30.0,17.4
13,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,random,4,greedy,ok,carry_orange,carry,orange,4.7,0,4,carry|carry|carry|carry,0.7|1.3|1.5|1.2,4,carry|carry|carry|carry,0.0,0.0,5,4,-1,AI,3.8,0,0,3,1,39.4,42.6,19.9
14,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,bad,0,greedy,ok,carry_orange,carry,orange,0.0,0,0,,,0,,0.0,0.0,1,4,3,AI,1.3,0,0,3,1,32.9,34.3,17.7
14,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,random,2,greedy,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,2.0,0,0,3,1,39.2,42.9,19.2
15,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,good,4,greedy,ok,carry_onion,carry,onion,0.7,0,1,carry,0.7,1,carry,0.0,0.0,2,2,0,AI,2.0,0,0,3,1,30.2,26.5,14.6
15,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,random,0,greedy,ok,carry_apple,carry,apple,0.0,0,0,,,0,,0.0,0.0,1,3,2,AI,1.3,0,0,3,1,39.7,45.1,15.6
16,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,good,2,greedy,ok,carry_onion,carry,onion,0.7,0,1,carry,0.7,1,carry,0.0,0.0,2,2,0,AI,2.0,0,0,3,1,26.1,18.0,11.9
16,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,bad,4,greedy,ok,carry_apple,carry,apple,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,5,2,AI,3.5,0,0,3,1,26.1,18.0,10.5
17,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,good,0,greedy,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,2,1,AI,1.0,0,0,3,1,34.1,33.1,15.2
17,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,bad,2,greedy,ok,carry_orange,carry,orange,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,3,0,AI,3.3,0,0,3,1,30.2,26.5,14.9
17,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,random,4,greedy,ok,carry_orange,carry,orange,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,3,0,AI,3.3,0,0,3,1,30.2,26.5,11.5
0,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,good,4,greedy,ok,carry_onion,carry,onion,0.7,0,1,carry,0.7,1,carry,0.0,0.0,2,2,0,AI,3.5,0,0,3,1,39.9,44.9,20.6
0,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,random,0,greedy,ok,carry_apple,carry,apple,0.0,0,0,,,0,,0.0,0.0,1,4,3,AI,1.3,0,0,3,1,42.3,42.3,25.0
1,OnionLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,good,2,greedy,ok,carry_onion,carry,onion,0.7,0,1,carry,0.7,1,carry,0.0,0.0,2,2,0,AI,3.5,0,0,3,1,25.6,14.1,17.7
1,OnionLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,bad,4,greedy,ok,carry_orange,carry,orange,4.8,0,4,carry|carry|carry|carry,0.7|1.3|1.5|1.3,4,carry|carry|carry|carry,0.0,0.0,5,6,1,AI,1.7,0,0,3,1,25.8,14.0,18.2
2,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,good,0,greedy,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,2,1,AI,3.5,0,0,3,1,39.9,44.9,23.0
2,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,bad,2,greedy,ok,carry_orange,carry,orange,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,4,1,AI,3.3,0,0,3,1,35.7,31.7,22.4
2,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,random,4,greedy,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,0.7,0,0,3,1,39.9,44.9,22.9
3,OnionLettuceSalad|TomatoLettuceSoup|AppleBananaJuice,bad,0,greedy,ok,carry_apple,carry,apple,0.0,0,0,,,0,,0.0,0.0,1,4,3,AI,1.3,0,0,3,1,26.1,18.0,16.9
3,OnionLettuceSalad|TomatoLettuceSoup|AppleBananaJuice,random,2,greedy,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,3.3,0,0,3,1,48.1,5.2,33.9
4,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,good,4,greedy,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,3.3,0,0,3,1,23.9,10.5,17.1
4,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,random,0,greedy,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,2,1,AI,2.0,0,0,3,1,23.9,10.5,16.8
5,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,good,2,greedy,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,3.3,0,0,3,1,48.1,5.2,33.6
5,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,bad,4,greedy,ok,carry_orange,carry,orange,3.3,0,3,carry|carry|carry,0.7|1.3|1.3,3,carry|carry|carry,0.0,0.0,4,4,0,AI,4.7,0,0,3,1,48.1,5.2,34.4
6,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,good,0,greedy,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,1.8,0,0,3,1,38.8,43.3,22.5
6,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,bad,2,greedy,ok,carry_apple,carry,apple,2.5,0,2,carry|carry,0.9|1.6,2,carry|carry,0.1,3.8,3,4,1,AI,1.8,0,0,3,1,25.5,18.4,17.6
6,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,random,4,greedy,ok,carry_apple,carry,apple,3.6,0,3,carry|carry|carry,0.9|1.6|1.1,3,carry|carry|carry,0.1,2.7,4,4,0,AI,5.0,0,0,3,1,38.8,43.3,23.1
7,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,bad,0,greedy,ok,carry_apple,carry,apple,0.0,0,0,,,0,,0.0,0.0,1,6,5,AI,3.1,0,0,3,1,41.1,40.9,24.9
7,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,random,2,greedy,ok,carry_orange,carry,orange,2.5,0,2,carry|carry,0.9|1.6,2,carry|carry,0.1,3.8,3,4,1,AI,1.8,0,0,3,1,25.2,14.3,17.6
8,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,good,4,greedy,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,1.8,0,0,3,1,38.8,43.3,22.8
8,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,random,0,greedy,ok,carry_orange,carry,orange,0.0,0,0,,,0,,0.0,0.0,1,4,3,AI,1.3,0,0,3,1,32.7,34.6,20.4
9,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,good,2,greedy,ok,carry_lettuce,carry,lettuce,0.9,0,1,carry,0.9,1,carry,0.0,0.0,2,2,0,AI,2.3,0,0,3,1,30.2,26.5,20.3
9,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,bad,4,greedy,ok,carry_apple,carry,apple,2.3,0,2,carry|carry,0.9|1.4,2,carry|carry,0.1,4.2,3,3,0,AI,3.8,0,0,3,1,30.2,26.5,20.4
10,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,good,0,greedy,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,2,1,AI,1.0,0,0,3,1,40.1,44.6,23.3
10,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,bad,2,greedy,ok,carry_apple,carry,apple,2.6,0,2,carry|carry,0.9|1.7,2,carry|carry,0.1,3.7,3,5,2,AI,1.8,0,0,3,1,39.5,45.3,23.2
10,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,random,4,greedy,ok,carry_orange,carry,orange,26.3,1,7,carry|carry|carry|cook|carry|handover|handover,0.9|1.4|1.3|5.7|0.3|1.9|13.4,7,carry|carry|carry|cook|carry|handover|handover,3.4,12.9,,3,,AI,1.8,0,1,3,1,26.3,17.9,17.2
11,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,bad,0,greedy,ok,carry_orange,carry,orange,0.0,0,0,,,0,,0.0,0.0,1,3,2,AI,1.3,0,0,3,1,39.7,45.1,23.1
11,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,random,2,greedy,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,0.9,0,0,3,1,30.2,26.5,20.6
12,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,good,4,greedy,ok,carry_onion,carry,onion,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,3,0,AI,1.4,0,0,3,1,39.2,42.9,23.5
12,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,random,0,greedy,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,3,2,AI,2.5,0,0,3,1,26.3,17.9,17.7
13,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,good,2,greedy,ok,carry_onion,carry,onion,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,3,0,AI,1.4,0,0,3,1,39.4,42.6,22.6
13,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,bad,4,greedy,ok,carry_apple,carry,apple,3.5,0,3,carry|carry|carry,0.7|1.3|1.5,3,carry|carry|carry,0.0,0.0,4,6,2,AI,1.7,0,0,3,1,39.4,42.6,18.5
14,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,good,0,greedy,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,3,2,AI,2.5,0,0,3,1,26.3,17.9,13.3
14,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,bad,2,greedy,ok,carry_orange,carry,orange,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,4,1,AI,1.4,0,0,3,1,39.7,45.1,16.7
14,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,random,4,greedy,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,2.0,0,0,3,1,39.2,42.9,17.1
15,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,bad,0,greedy,ok,carry_apple,carry,apple,0.0,0,0,,,0,,0.0,0.0,1,3,2,AI,1.3,0,0,3,1,39.7,45.1,16.8
15,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,random,2,greedy,ok,carry_apple,carry,apple,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,3,0,AI,3.5,0,0,3,1,30.2,26.5,14.9
16,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,good,4,greedy,ok,carry_onion,carry,onion,0.7,0,1,carry,0.7,1,carry,0.0,0.0,2,2,0,AI,2.0,0,0,3,1,26.1,18.0,12.1
16,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,random,0,greedy,ok,carry_apple,carry,apple,0.0,0,0,,,0,,0.0,0.0,1,5,4,AI,3.0,0,0,3,1,30.4,26.3,13.1
17,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,good,2,greedy,ok,carry_onion,carry,onion,0.7,0,1,carry,0.7,1,carry,0.0,0.0,2,2,0,AI,2.0,0,0,3,1,30.2,26.5,13.6
17,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,bad,4,greedy,ok,carry_orange,carry,orange,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,3,0,AI,3.3,0,0,3,1,30.2,26.5,13.9
0,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,bad,0,greedy,ok,carry_apple,carry,apple,0.0,0,0,,,0,,0.0,0.0,1,4,3,AI,1.3,0,0,3,1,42.3,42.3,26.1
0,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,random,2,greedy,ok,carry_apple,carry,apple,2.4,0,2,carry|carry,0.7|1.7,2,carry|carry,0.0,0.0,3,4,1,AI,1.4,0,0,3,1,39.9,44.9,27.3
1,OnionLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,good,4,greedy,ok,carry_onion,carry,onion,0.7,0,1,carry,0.7,1,carry,0.0,0.0,2,2,0,AI,3.5,0,0,3,1,25.6,14.1,21.0
1,OnionLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,random,0,greedy,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,2,1,AI,3.5,0,0,3,1,25.6,14.1,20.6
2,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,good,2,greedy,ok,carry_onion,carry,onion,0.7,0,1,carry,0.7,1,carry,0.0,0.0,2,2,0,AI,3.5,0,0,3,1,39.9,44.9,26.8
2,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,bad,4,greedy,ok,carry_orange,carry,orange,3.5,0,3,carry|carry|carry,0.7|1.3|1.5,3,carry|carry|carry,0.0,0.0,4,4,0,AI,4.7,0,0,3,1,39.9,44.9,27.1
3,OnionLettuceSalad|TomatoLettuceSoup|AppleBananaJuice,good,0,greedy,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,2.0,0,0,3,1,24.1,10.4,20.2
3,OnionLettuceSalad|TomatoLettuceSoup|AppleBananaJuice,bad,2,greedy,ok,carry_apple,carry,apple,2.9,0,2,carry|carry,0.7|2.2,2,carry|carry,0.6,20.0,3,4,1,AI,1.4,0,0,3,1,39.3,45.5,29.5
3,OnionLettuceSalad|TomatoLettuceSoup|AppleBananaJuice,random,4,greedy,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,3.3,0,0,3,1,48.1,5.2,40.2
4,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,bad,0,greedy,ok,carry_apple,carry,apple,0.0,0,0,,,0,,0.0,0.0,1,4,3,AI,1.3,0,0,3,1,26.3,17.9,20.9
4,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,random,2,greedy,ok,carry_onion,carry,onion,0.7,0,1,carry,0.7,1,carry,0.0,0.0,2,2,0,AI,2.0,0,0,3,1,23.9,10.5,20.5
5,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,good,4,greedy,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,3.3,0,0,3,1,48.1,5.2,40.3
5,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,random,0,greedy,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,2.0,0,0,3,1,24.3,10.3,20.8
6,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,good,2,greedy,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,1.8,0,0,3,1,38.8,43.3,27.5
6,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,bad,4,greedy,ok,carry_apple,carry,apple,3.6,0,3,carry|carry|carry,0.9|1.6|1.1,3,carry|carry|carry,0.1,2.7,4,4,0,AI,5.0,0,0,3,1,38.8,43.3,27.5
7,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,good,0,greedy,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,1.8,0,0,3,1,39.6,42.4,27.6
7,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,bad,2,greedy,ok,carry_apple,carry,apple,2.5,0,2,carry|carry,0.9|1.6,2,carry|carry,0.1,3.8,3,6,3,AI,1.8,0,0,3,1,25.7,18.3,20.9
7,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,random,4,greedy,ok,carry_orange,carry,orange,5.3,0,4,carry|carry|carry|carry,0.9|1.6|1.1|1.7,4,carry|carry|carry|carry,0.1,1.9,5,4,-1,AI,2.2,0,0,3,1,40.5,44.2,28.0
8,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,bad,0,greedy,ok,carry_orange,carry,orange,0.0,0,0,,,0,,0.0,0.0,1,4,3,AI,1.3,0,0,3,1,32.7,34.6,23.0
8,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,random,2,greedy,ok,carry_orange,carry,orange,2.5,0,2,carry|carry,0.9|1.6,2,carry|carry,0.1,3.8,3,4,1,AI,1.8,0,0,3,1,25.5,18.4,20.5
9,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,good,4,greedy,ok,carry_lettuce,carry,lettuce,0.9,0,1,carry,0.9,1,carry,0.0,0.0,2,2,0,AI,2.3,0,0,3,1,30.2,26.5,24.3
9,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,random,0,greedy,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,2,1,AI,1.0,0,0,3,1,34.1,33.1,25.4
10,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,good,2,greedy,ok,carry_lettuce,carry,lettuce,0.9,0,1,carry,0.9,1,carry,0.0,0.0,2,2,0,AI,2.3,0,0,3,1,26.3,17.9,20.5
10,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,bad,4,greedy,ok,carry_apple,carry,apple,2.6,0,2,carry|carry,0.9|1.7,2,carry|carry,0.1,3.7,3,5,2,AI,1.8,0,0,3,1,39.3,45.5,27.2
11,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,good,0,greedy,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,2,1,AI,1.0,0,0,3,1,34.1,33.1,25.5
11,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,bad,2,greedy,ok,carry_orange,carry,orange,2.3,0,2,carry|carry,0.9|1.4,2,carry|carry,0.1,4.2,3,3,0,AI,1.8,0,0,3,1,30.2,26.5,23.1
11,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,random,4,greedy,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,0.9,0,0,3,1,30.2,26.5,20.9
12,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,bad,0,greedy,ok,carry_apple,carry,apple,0.0,0,0,,,0,,0.0,0.0,1,4,3,AI,1.3,0,0,3,1,32.9,34.3,17.0
12,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,random,2,greedy,ok,carry_onion,carry,onion,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,3,0,AI,1.4,0,0,3,1,39.2,42.9,21.5
13,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,good,4,greedy,ok,carry_onion,carry,onion,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,3,0,AI,1.4,0,0,3,1,39.4,42.6,21.1
13,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,random,0,greedy,ok,carry_orange,carry,orange,0.0,0,0,,,0,,0.0,0.0,1,4,3,AI,1.3,0,0,3,1,40.2,41.8,22.3
14,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,good,2,greedy,ok,carry_onion,carry,onion,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,3,0,AI,1.4,0,0,3,1,39.2,42.9,19.0
14,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,bad,4,greedy,ok,carry_orange,carry,orange,3.5,0,3,carry|carry|carry,0.7|1.3|1.5,3,carry|carry|carry,0.0,0.0,4,4,0,AI,1.7,0,0,3,1,39.2,42.9,20.0
15,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,good,0,greedy,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,2,1,AI,1.0,0,0,3,1,34.1,33.1,16.5
15,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,bad,2,greedy,ok,carry_apple,carry,apple,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,3,0,AI,3.5,0,0,3,1,30.2,26.5,13.6
