seed,orders,quality,skip_budget,human_model,status,target,target_verb,target_obj,wait_seconds,wait_censored,tasks_before,verbs_before,durations_before,tasks_before_paid,verbs_before_paid,ai_idle_seconds_while_waiting,ai_idle_pct_while_waiting,exec_rank,natural_rank,rank_gain,plan_owner,wait_any_seconds,wait_any_censored,done_by_other,served,completed,makespan_actual_s,human_idle_pct,wall_seconds
6,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,bad,2,follow_plan,ok,carry_apple,carry,apple,2.2,0,2,carry|carry,0.9|1.3,2,carry|carry,0.0,0.0,3,4,1,AI,1.5,0,0,3,1,27.8,14.4,20.2
6,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,random,4,follow_plan,ok,carry_apple,carry,apple,3.4,0,4,carry|carry|carry|carry,0.9|1.3|0.6|0.6,4,carry|carry|carry|carry,0.0,0.0,5,4,-1,AI,5.8,0,0,3,1,23.9,9.2,17.4
7,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,bad,0,follow_plan,ok,carry_apple,carry,apple,0.0,0,0,,,0,,0.0,0.0,1,6,5,AI,3.0,0,0,3,1,27.8,17.6,21.3
7,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,random,2,follow_plan,ok,carry_orange,carry,orange,2.2,0,2,carry|carry,0.9|1.3,2,carry|carry,0.0,0.0,3,4,1,AI,3.5,0,0,3,1,25.1,10.8,18.9
8,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,good,4,follow_plan,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,3.5,0,0,3,1,27.8,13.3,20.0
8,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,random,0,follow_plan,ok,carry_orange,carry,orange,0.0,0,0,,,0,,0.0,0.0,1,4,3,AI,1.3,0,0,3,1,28.8,16.7,20.5
9,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,good,2,follow_plan,ok,carry_lettuce,carry,lettuce,0.9,0,1,carry,0.9,1,carry,0.0,0.0,2,2,0,AI,2.3,0,0,3,1,22.6,1.3,16.5
9,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,bad,4,follow_plan,ok,carry_apple,carry,apple,2.3,0,2,carry|carry,0.9|1.4,2,carry|carry,0.1,4.2,3,3,0,AI,3.8,0,0,3,1,22.6,1.3,16.4
10,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,good,0,follow_plan,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,2,1,AI,1.0,0,0,3,1,23.2,1.3,17.0
10,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,bad,2,follow_plan,ok,carry_apple,carry,apple,2.6,0,2,carry|carry,0.9|1.7,2,carry|carry,0.1,3.7,3,5,2,AI,1.8,0,0,3,1,24.2,2.5,17.8
10,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,random,4,follow_plan,ok,carry_orange,carry,orange,23.8,1,6,carry|carry|carry|cook|handover|handover,0.9|1.4|3.0|1.4|0.1|15.3,6,carry|carry|carry|cook|handover|handover,1.9,8.0,,3,,AI,1.8,0,1,3,1,23.8,1.7,17.2
11,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,bad,0,follow_plan,ok,carry_orange,carry,orange,0.0,0,0,,,0,,0.0,0.0,1,3,2,AI,1.3,0,0,3,1,24.1,7.9,17.9
11,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,random,2,follow_plan,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,0.9,0,0,3,1,22.6,1.3,16.1
12,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,good,4,follow_plan,ok,carry_onion,carry,onion,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,3,0,AI,1.4,0,0,3,1,26.3,8.0,18.6
12,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,random,0,follow_plan,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,3,2,AI,2.3,0,0,3,1,25.6,11.3,18.4
13,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,good,2,follow_plan,ok,carry_onion,carry,onion,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,3,0,AI,1.4,0,0,3,1,26.6,7.9,19.2
13,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,bad,4,follow_plan,ok,carry_apple,carry,apple,3.3,0,3,carry|carry|carry,0.7|1.3|1.3,3,carry|carry|carry,0.0,0.0,4,6,2,AI,1.5,0,0,3,1,26.9,10.4,19.8
14,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,good,0,follow_plan,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,3,2,AI,2.3,0,0,3,1,25.6,11.3,18.5
14,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,bad,2,follow_plan,ok,carry_orange,carry,orange,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,4,1,AI,3.3,0,0,3,1,28.9,15.6,19.6
14,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,random,4,follow_plan,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,2.0,0,0,3,1,27.6,12.3,16.1
15,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,bad,0,follow_plan,ok,carry_apple,carry,apple,0.0,0,0,,,0,,0.0,0.0,1,3,2,AI,1.3,0,0,3,1,24.2,8.3,15.0
15,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,random,2,follow_plan,ok,carry_apple,carry,apple,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,3,0,AI,3.5,0,0,3,1,25.8,5.0,12.7
16,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,good,4,follow_plan,ok,carry_onion,carry,onion,0.7,0,1,carry,0.7,1,carry,0.0,0.0,2,2,0,AI,2.0,0,0,3,1,25.5,5.1,13.1
16,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,random,0,follow_plan,ok,carry_apple,carry,apple,0.0,0,0,,,0,,0.0,0.0,1,5,4,AI,3.0,0,0,3,1,24.1,8.7,15.0
17,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,good,2,follow_plan,ok,carry_onion,carry,onion,0.7,0,1,carry,0.7,1,carry,0.0,0.0,2,2,0,AI,2.0,0,0,3,1,25.8,5.0,13.9
17,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,bad,4,follow_plan,ok,carry_orange,carry,orange,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,3,0,AI,3.3,0,0,3,1,25.8,5.0,14.3
0,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,bad,0,follow_plan,ok,carry_apple,carry,apple,0.0,0,0,,,0,,0.0,0.0,1,4,3,AI,1.3,0,0,3,1,23.0,2.6,11.4
0,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,random,2,follow_plan,ok,carry_apple,carry,apple,2.4,0,2,carry|carry,0.7|1.7,2,carry|carry,0.0,0.0,3,4,1,AI,1.4,0,0,3,1,22.3,1.8,14.8
1,OnionLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,good,4,follow_plan,ok,carry_onion,carry,onion,0.7,0,1,carry,0.7,1,carry,0.0,0.0,2,2,0,AI,3.5,0,0,3,1,22.3,1.8,13.6
1,OnionLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,random,0,follow_plan,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,2,1,AI,3.5,0,0,3,1,22.3,1.8,14.0
2,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,good,2,follow_plan,ok,carry_onion,carry,onion,0.7,0,1,carry,0.7,1,carry,0.0,0.0,2,2,0,AI,3.5,0,0,3,1,22.4,1.8,13.5
2,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,bad,4,follow_plan,ok,carry_orange,carry,orange,3.5,0,3,carry|carry|carry,0.7|1.3|1.5,3,carry|carry|carry,0.0,0.0,4,4,0,AI,4.7,0,0,3,1,22.4,1.8,14.0
3,OnionLettuceSalad|TomatoLettuceSoup|AppleBananaJuice,good,0,follow_plan,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,2.0,0,0,3,1,27.2,3.3,16.9
3,OnionLettuceSalad|TomatoLettuceSoup|AppleBananaJuice,bad,2,follow_plan,ok,carry_apple,carry,apple,2.9,0,2,carry|carry,0.7|2.2,2,carry|carry,0.6,20.0,3,4,1,AI,1.4,0,0,3,1,40.5,46.2,24.1
3,OnionLettuceSalad|TomatoLettuceSoup|AppleBananaJuice,random,4,follow_plan,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,3.3,0,0,3,1,61.2,7.0,34.0
4,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,bad,0,follow_plan,ok,carry_apple,carry,apple,0.0,0,0,,,0,,0.0,0.0,1,4,3,AI,1.3,0,0,3,1,26.7,10.1,15.9
4,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,random,2,follow_plan,ok,carry_onion,carry,onion,0.7,0,1,carry,0.7,1,carry,0.0,0.0,2,2,0,AI,2.0,0,0,3,1,25.3,8.7,15.5
5,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,good,4,follow_plan,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,3.3,0,0,3,1,61.2,7.0,34.0
5,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,random,0,follow_plan,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,2.0,0,0,3,1,28.9,9.0,16.9
6,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,good,2,follow_plan,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,1.5,0,0,3,1,26.5,9.4,16.0
6,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,bad,4,follow_plan,ok,carry_apple,carry,apple,3.4,0,4,carry|carry|carry|carry,0.9|1.3|0.6|0.6,4,carry|carry|carry|carry,0.0,0.0,5,4,-1,AI,5.8,0,0,3,1,23.9,9.2,14.4
7,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,good,0,follow_plan,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,2.2,0,0,3,1,26.6,15.4,16.7
7,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,bad,2,follow_plan,ok,carry_apple,carry,apple,2.2,0,2,carry|carry,0.9|1.3,2,carry|carry,0.0,0.0,3,6,3,AI,1.5,0,0,3,1,26.6,7.9,16.6
7,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,random,4,follow_plan,ok,carry_orange,carry,orange,3.4,0,4,carry|carry|carry|carry,0.9|1.3|0.6|0.6,4,carry|carry|carry|carry,0.0,0.0,5,4,-1,AI,1.5,0,0,3,1,27.1,8.5,16.6
8,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,bad,0,follow_plan,ok,carry_orange,carry,orange,0.0,0,0,,,0,,0.0,0.0,1,4,3,AI,1.3,0,0,3,1,28.8,16.7,17.5
8,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,random,2,follow_plan,ok,carry_orange,carry,orange,2.2,0,2,carry|carry,0.9|1.3,2,carry|carry,0.0,0.0,3,4,1,AI,1.5,0,0,3,1,27.7,14.1,16.6
9,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,good,4,follow_plan,ok,carry_lettuce,carry,lettuce,0.9,0,1,carry,0.9,1,carry,0.0,0.0,2,2,0,AI,2.3,0,0,3,1,22.6,1.3,13.9
9,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,random,0,follow_plan,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,2,1,AI,1.0,0,0,3,1,22.6,1.3,13.6
10,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,good,2,follow_plan,ok,carry_lettuce,carry,lettuce,0.9,0,1,carry,0.9,1,carry,0.0,0.0,2,2,0,AI,2.3,0,0,3,1,23.8,1.7,15.0
10,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,bad,4,follow_plan,ok,carry_apple,carry,apple,2.6,0,2,carry|carry,0.9|1.7,2,carry|carry,0.1,3.7,3,5,2,AI,1.8,0,0,3,1,23.0,1.7,14.5
11,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,good,0,follow_plan,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,2,1,AI,1.0,0,0,3,1,22.6,1.3,14.0
11,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,bad,2,follow_plan,ok,carry_orange,carry,orange,2.3,0,2,carry|carry,0.9|1.4,2,carry|carry,0.1,4.2,3,3,0,AI,1.8,0,0,3,1,22.6,1.3,14.1
11,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,random,4,follow_plan,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,0.9,0,0,3,1,22.6,1.3,14.2
12,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,bad,0,follow_plan,ok,carry_apple,carry,apple,0.0,0,0,,,0,,0.0,0.0,1,4,3,AI,1.3,0,0,3,1,29.3,16.7,18.0
12,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,random,2,follow_plan,ok,carry_onion,carry,onion,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,3,0,AI,3.3,0,0,3,1,26.1,14.9,15.9
13,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,good,4,follow_plan,ok,carry_onion,carry,onion,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,3,0,AI,1.4,0,0,3,1,26.6,7.9,16.0
13,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,random,0,follow_plan,ok,carry_orange,carry,orange,0.0,0,0,,,0,,0.0,0.0,1,4,3,AI,1.3,0,0,3,1,28.2,16.0,17.0
14,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,good,2,follow_plan,ok,carry_onion,carry,onion,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,3,0,AI,3.3,0,0,3,1,26.1,14.9,16.5
14,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,bad,4,follow_plan,ok,carry_orange,carry,orange,3.3,0,3,carry|carry|carry,0.7|1.3|1.3,3,carry|carry|carry,0.0,0.0,4,4,0,AI,1.5,0,0,3,1,27.0,11.1,16.1
15,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,good,0,follow_plan,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,2,1,AI,1.0,0,0,3,1,22.6,1.3,14.0
15,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,bad,2,follow_plan,ok,carry_apple,carry,apple,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,3,0,AI,3.5,0,0,3,1,25.8,5.0,14.7
15,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,random,4,follow_plan,ok,carry_apple,carry,apple,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,3,0,AI,3.5,0,0,3,1,25.8,5.0,14.7
16,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,bad,0,follow_plan,ok,carry_apple,carry,apple,0.0,0,0,,,0,,0.0,0.0,1,5,4,AI,3.0,0,0,3,1,24.1,8.7,14.9
16,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,random,2,follow_plan,ok,carry_apple,carry,apple,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,5,2,AI,3.5,0,0,3,1,25.5,5.1,14.3
17,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,good,4,follow_plan,ok,carry_onion,carry,onion,0.7,0,1,carry,0.7,1,carry,0.0,0.0,2,2,0,AI,2.0,0,0,3,1,25.8,5.0,15.2
17,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,random,0,follow_plan,ok,carry_orange,carry,orange,0.0,0,0,,,0,,0.0,0.0,1,3,2,AI,1.3,0,0,3,1,24.2,8.3,14.6
0,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,good,0,greedy,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,2,1,AI,3.5,0,0,3,1,39.9,44.9,21.6
0,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,bad,2,greedy,ok,carry_apple,carry,apple,2.4,0,2,carry|carry,0.7|1.7,2,carry|carry,0.0,0.0,3,4,1,AI,1.4,0,0,3,1,39.9,44.9,23.4
0,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,random,4,greedy,ok,carry_apple,carry,apple,3.5,0,3,carry|carry|carry,0.7|1.3|1.5,3,carry|carry|carry,0.0,0.0,4,4,0,AI,4.7,0,0,3,1,39.9,44.9,22.8
1,OnionLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,bad,0,greedy,ok,carry_orange,carry,orange,0.0,0,0,,,0,,0.0,0.0,1,6,5,AI,3.0,0,0,3,1,28.3,24.4,19.2
1,OnionLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,random,2,greedy,ok,carry_onion,carry,onion,0.7,0,1,carry,0.7,1,carry,0.0,0.0,2,2,0,AI,3.5,0,0,3,1,25.6,14.1,18.0
2,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,good,4,greedy,ok,carry_onion,carry,onion,0.7,0,1,carry,0.7,1,carry,0.0,0.0,2,2,0,AI,3.5,0,0,3,1,39.9,44.9,22.9
2,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,random,0,greedy,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,0.7,0,0,3,1,39.9,44.9,22.7
3,OnionLettuceSalad|TomatoLettuceSoup|AppleBananaJuice,good,2,greedy,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,3.3,0,0,3,1,48.1,5.2,33.4
3,OnionLettuceSalad|TomatoLettuceSoup|AppleBananaJuice,bad,4,greedy,ok,carry_apple,carry,apple,3.3,0,3,carry|carry|carry,0.7|1.3|1.3,3,carry|carry|carry,0.0,0.0,4,4,0,AI,4.7,0,0,3,1,48.1,5.2,33.4
4,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,good,0,greedy,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,2.0,0,0,3,1,31.1,29.3,20.7
4,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,bad,2,greedy,ok,carry_apple,carry,apple,2.3,0,2,carry|carry,0.7|1.6,2,carry|carry,0.0,0.0,3,4,1,AI,1.4,0,0,3,1,23.4,6.0,16.9
4,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,random,4,greedy,ok,carry_onion,carry,onion,0.7,0,1,carry,0.7,1,carry,0.0,0.0,2,2,0,AI,2.0,0,0,3,1,23.9,10.5,16.9
5,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,bad,0,greedy,ok,carry_orange,carry,orange,0.0,0,0,,,0,,0.0,0.0,1,4,3,AI,1.3,0,0,3,1,26.1,18.0,17.4
5,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,random,2,greedy,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,3.3,0,0,3,1,48.1,5.2,34.3
6,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,good,4,greedy,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,1.8,0,0,3,1,38.8,43.3,22.4
6,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,random,0,greedy,ok,carry_apple,carry,apple,0.0,0,0,,,0,,0.0,0.0,1,4,3,AI,1.3,0,0,3,1,32.7,34.6,20.4
7,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,good,2,greedy,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,1.8,0,0,3,1,39.6,42.4,23.6
7,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,bad,4,greedy,ok,carry_apple,carry,apple,3.6,0,3,carry|carry|carry,0.9|1.6|1.1,3,carry|carry|carry,0.1,2.7,4,6,2,AI,2.2,0,0,3,1,40.5,44.2,23.7
8,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,good,0,greedy,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,1.8,0,0,3,1,38.8,43.3,22.8
8,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,bad,2,greedy,ok,carry_orange,carry,orange,2.5,0,2,carry|carry,0.9|1.6,2,carry|carry,0.1,3.8,3,4,1,AI,1.8,0,0,3,1,25.5,18.4,17.3
8,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,random,4,greedy,ok,carry_orange,carry,orange,3.6,0,3,carry|carry|carry,0.9|1.6|1.1,3,carry|carry|carry,0.1,2.7,4,4,0,AI,2.2,0,0,3,1,38.8,43.3,22.9
9,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,bad,0,greedy,ok,carry_apple,carry,apple,0.0,0,0,,,0,,0.0,0.0,1,3,2,AI,1.3,0,0,3,1,39.7,45.1,23.2
9,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,random,2,greedy,ok,carry_lettuce,carry,lettuce,0.9,0,1,carry,0.9,1,carry,0.0,0.0,2,2,0,AI,2.3,0,0,3,1,30.2,26.5,20.0
10,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,good,4,greedy,ok,carry_lettuce,carry,lettuce,0.9,0,1,carry,0.9,1,carry,0.0,0.0,2,2,0,AI,2.3,0,0,3,1,26.3,17.9,17.5
10,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,random,0,greedy,ok,carry_orange,carry,orange,0.0,0,0,,,0,,0.0,0.0,1,3,2,AI,1.3,0,0,3,1,40.7,44.0,23.6
11,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,good,2,greedy,ok,carry_lettuce,carry,lettuce,0.9,0,1,carry,0.9,1,carry,0.0,0.0,2,2,0,AI,2.3,0,0,3,1,30.2,26.5,20.1
11,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,bad,4,greedy,ok,carry_orange,carry,orange,2.3,0,2,carry|carry,0.9|1.4,2,carry|carry,0.1,4.2,3,3,0,AI,1.8,0,0,3,1,30.2,26.5,20.5
12,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,good,0,greedy,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,3,2,AI,2.5,0,0,3,1,26.3,17.9,17.1
12,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,bad,2,greedy,ok,carry_apple,carry,apple,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,4,1,AI,1.4,0,0,3,1,34.3,32.9,21.6
12,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,random,4,greedy,ok,carry_onion,carry,onion,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,3,0,AI,1.4,0,0,3,1,39.2,42.9,22.7
13,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,bad,0,greedy,ok,carry_apple,carry,apple,0.0,0,0,,,0,,0.0,0.0,1,6,5,AI,3.1,0,0,3,1,41.4,40.6,19.9
13,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,random,2,greedy,ok,carry_orange,carry,orange,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,4,1,AI,1.4,0,0,3,1,29.8,26.8,14.3
14,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,good,4,greedy,ok,carry_onion,carry,onion,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,3,0,AI,1.4,0,0,3,1,39.2,42.9,17.1
14,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,random,0,greedy,ok,carry_lettuce,carry,lettuce,0.0,0,0,,,0,,0.0,0.0,1,1,0,AI,2.0,0,0,3,1,39.2,42.9,17.0
15,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,good,2,greedy,ok,carry_onion,carry,onion,0.7,0,1,carry,0.7,1,carry,0.0,0.0,2,2,0,AI,2.0,0,0,3,1,30.2,26.5,14.8
15,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,bad,4,greedy,ok,carry_apple,carry,apple,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,3,0,AI,3.5,0,0,3,1,30.2,26.5,15.6
16,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,good,0,greedy,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,2,1,AI,1.0,0,0,3,1,40.1,44.6,16.0
16,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,bad,2,greedy,ok,carry_apple,carry,apple,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,5,2,AI,3.5,0,0,3,1,26.1,18.0,11.6
16,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,random,4,greedy,ok,carry_apple,carry,apple,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,5,2,AI,3.5,0,0,3,1,26.1,18.0,11.4
17,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,bad,0,greedy,ok,carry_orange,carry,orange,0.0,0,0,,,0,,0.0,0.0,1,3,2,AI,1.3,0,0,3,1,39.7,45.1,15.3
17,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,random,2,greedy,ok,carry_orange,carry,orange,2.0,0,2,carry|carry,0.7|1.3,2,carry|carry,0.0,0.0,3,3,0,AI,3.3,0,0,3,1,30.2,26.5,12.4
0,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,good,2,greedy,ok,carry_onion,carry,onion,0.7,0,1,carry,0.7,1,carry,0.0,0.0,2,2,0,AI,3.5,0,0,3,1,39.9,44.9,24.1
0,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,bad,4,greedy,ok,carry_apple,carry,apple,3.5,0,3,carry|carry|carry,0.7|1.3|1.5,3,carry|carry|carry,0.0,0.0,4,4,0,AI,4.7,0,0,3,1,39.9,44.9,26.6
1,OnionLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,good,0,greedy,ok,carry_onion,carry,onion,0.0,0,0,,,0,,0.0,0.0,1,2,1,AI,3.5,0,0,3,1,25.6,14.1,21.9
1,OnionLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,bad,2,greedy,ok,carry_orange,carry,orange,2.3,0,2,carry|carry,0.7|1.6,2,carry|carry,0.0,0.0,3,6,3,AI,1.7,0,0,3,1,34.8,35.6,25.5
